blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,n_sold,n_rental,n_residents,remaining_lease,Latitude,Longitude,Postcode,hdb_town
58,CIRCUIT RD,10,GL,116,0,0,112,4,0,0,0,0,0,0,0,0,116,0,293.2,42,1.32501466214245,103.886455988464,370058,GEYLANG
58,DAKOTA CRES,12,GL,174,0,0,106,66,0,2,0,0,0,0,0,0,174,0,490.4,62,1.30730729862781,103.889390130934,390058,GEYLANG
58,GEYLANG BAHRU,21,KWN,97,0,0,0,57,40,0,0,0,0,0,0,0,97,0,328.1,76,1.32319537324232,103.86795724315,330058,KALLANG/WHAMPOA
58,HAVELOCK RD,38,BM,188,0,11,74,70,0,0,0,33,0,0,0,0,188,0,516.1,89,1.29008719115666,103.827999956886,161058,BUKIT MERAH
58,JLN MA'MOR,2,KWN,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,17.5,37,1.32836065642983,103.857167196711,320058,KALLANG/WHAMPOA
58,LOR 4 TOA PAYOH,10,TP,138,0,51,17,0,0,0,0,0,0,68,2,0,68,70,345.0,44,1.33674625537365,103.850524640565,310058,TOA PAYOH
58,MARINE TER,10,MP,110,0,0,108,0,2,0,0,0,0,0,0,0,110,0,277.0,52,1.30611781253448,103.914026029355,440058,MARINE PARADE
58,SENG POH RD,3,BM,11,0,0,0,8,2,1,0,0,0,0,0,0,11,0,37.199999999999996,16,1.28462080421635,103.832979536063,160058,BUKIT MERAH
58,STIRLING RD,2,QT,8,0,0,8,0,0,0,0,0,0,0,0,0,8,0,20.0,37,1.29619171855669,103.804541873744,141058,QUEENSTOWN
58,STRATHMORE AVE,30,QT,123,0,0,0,94,29,0,0,0,0,0,0,0,123,0,411.7,77,1.29308496028867,103.810788903719,142058,QUEENSTOWN
58,TELOK BLANGAH HTS,13,BM,120,0,0,0,120,0,0,0,0,0,0,0,0,120,0,396.0,54,1.27492292747431,103.813408066986,100058,BUKIT MERAH
580,HOUGANG AVE 4,16,HG,112,0,0,0,67,45,0,0,0,0,0,0,0,112,0,378.6,74,1.37890257040896,103.886829986442,530580,HOUGANG
580,PASIR RIS ST 53,13,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0,48,0,182.39999999999998,72,1.37455583818579,103.946878956275,510580,PASIR RIS
580,WOODLANDS DR 16,12,WL,88,0,0,0,0,88,0,0,0,0,0,0,0,88,0,308.0,77,1.43058440482082,103.796276091664,730580,WOODLANDS
581,BUANGKOK GREEN,16,HG,144,0,60,0,0,0,0,0,84,0,0,0,0,144,0,334.8,94,1.3795088992027,103.886990225093,530581,HOUGANG
581,PASIR RIS ST 53,13,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0,48,0,182.39999999999998,72,1.37494172826975,103.946619114452,510581,PASIR RIS
581,WOODLANDS DR 16,12,WL,88,0,0,0,0,0,88,0,0,0,0,0,0,88,0,334.4,77,1.42989030003699,103.796403905753,730581,WOODLANDS
582,BUANGKOK GREEN,16,HG,148,0,61,0,0,0,0,0,87,0,0,0,0,148,0,343.9,94,1.37929939893812,103.887412758592,530582,HOUGANG
582,PASIR RIS ST 53,13,PRC,50,0,0,0,0,0,50,0,0,0,0,0,0,50,0,190.0,72,1.37534399249971,103.946874016566,510582,PASIR RIS
582,WOODLANDS DR 16,12,WL,88,0,0,0,0,88,0,0,0,0,0,0,0,88,0,308.0,77,1.43014040629208,103.795835240178,730582,WOODLANDS
583,PASIR RIS ST 53,13,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0,48,0,182.39999999999998,72,1.37575777095165,103.947106449203,510583,PASIR RIS
583,WOODLANDS DR 16,12,WL,88,0,0,0,0,0,88,0,0,0,0,0,0,88,0,334.4,77,1.43039588715816,103.795316786283,730583,WOODLANDS
584,ANG MO KIO AVE 3,12,AMK,152,0,0,128,22,1,1,0,0,0,0,0,0,152,0,399.9,56,1.37071307985916,103.853497803014,560584,ANG MO KIO
584,PASIR RIS ST 53,13,PRC,41,0,0,0,0,0,41,0,0,0,0,0,0,41,0,155.79999999999998,72,1.37496591616962,103.947206088534,510584,PASIR RIS
584,WOODLANDS DR 16,12,WL,90,0,0,0,44,46,0,0,0,0,0,0,0,90,0,306.2,77,1.42955731375385,103.794807794419,730584,WOODLANDS
585,ANG MO KIO AVE 3,12,AMK,150,0,0,124,22,3,1,0,0,0,0,0,0,150,0,396.9,56,1.37059756050933,103.852367040901,560585,ANG MO KIO
585,PASIR RIS ST 53,11,PRC,45,0,0,0,0,0,45,0,0,0,0,0,0,45,0,171.0,72,1.37555168957722,103.947513157464,510585,PASIR RIS
585,WOODLANDS DR 16,12,WL,134,0,0,0,0,90,44,0,0,0,0,0,0,134,0,482.2,77,1.42920597374185,103.79540833238,730585,WOODLANDS
586,ANG MO KIO AVE 3,12,AMK,154,0,0,132,22,0,0,0,0,0,0,0,0,154,0,402.6,56,1.37030352965928,103.853455898206,560586,ANG MO KIO
586,PASIR RIS ST 53,13,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0,48,0,182.39999999999998,72,1.37526435848447,103.947900662491,510586,PASIR RIS
586,WOODLANDS DR 16,12,WL,132,0,0,0,0,88,44,0,0,0,0,0,0,132,0,475.2,77,1.42861439008497,103.794717960696,730586,WOODLANDS
587,ANG MO KIO AVE 3,12,AMK,154,0,0,132,22,0,0,0,0,0,0,0,0,154,0,402.6,56,1.37018880409798,103.852429487897,560587,ANG MO KIO
587,WOODLANDS DR 16,12,WL,134,0,0,0,0,90,44,0,0,0,0,0,0,134,0,482.2,77,1.42844657911529,103.795288852487,730587,WOODLANDS
588,WOODLANDS DR 16,12,WL,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,77,1.42766679871283,103.794643990954,730588,WOODLANDS
588A,ANG MO KIO ST 52,30,AMK,145,0,0,0,30,115,0,0,0,0,0,0,0,145,0,501.5,89,1.37207688864036,103.852786139342,561588,ANG MO KIO
588A,MONTREAL DR,14,SB,105,0,0,0,0,105,0,0,0,0,0,0,0,105,0,367.5,78,1.45035683378178,103.825726692093,751588,SEMBAWANG
588B,ANG MO KIO ST 52,30,AMK,145,0,0,0,30,115,0,0,0,0,0,0,0,145,0,501.5,89,1.37197571261128,103.853150894936,562588,ANG MO KIO
588B,MONTREAL DR,14,SB,96,0,0,0,0,0,96,0,0,0,0,0,0,96,0,364.79999999999995,78,1.45043745007348,103.825135383691,752588,SEMBAWANG
588C,ANG MO KIO ST 52,30,AMK,145,0,0,0,30,115,0,0,0,0,0,0,0,145,0,501.5,89,1.37183157010083,103.853670978083,563588,ANG MO KIO
588C,MONTREAL DR,14,SB,109,0,0,0,0,109,0,0,0,0,0,0,0,109,0,381.5,78,1.45048422477721,103.824578498241,753588,SEMBAWANG
588D,ANG MO KIO ST 52,30,AMK,143,0,0,0,86,57,0,0,0,0,0,0,0,143,0,483.3,89,1.37175400663025,103.8538833087,564588,ANG MO KIO
589,WOODLANDS DR 16,12,WL,132,0,0,0,0,88,44,0,0,0,0,0,0,132,0,475.2,77,1.42774541328112,103.795127473119,730589,WOODLANDS
589A,MONTREAL DR,14,SB,105,0,0,0,75,30,0,0,0,0,0,0,0,105,0,352.5,79,1.44970161541843,103.825767137323,751589,SEMBAWANG
589B,MONTREAL DR,14,SB,104,0,0,0,74,30,0,0,0,0,0,0,0,104,0,349.2,79,1.44967865537361,103.825477345733,752589,SEMBAWANG
589C,MONTREAL DR,14,SB,109,0,0,0,76,33,0,0,0,0,0,0,0,109,0,366.29999999999995,79,1.44971283561317,103.824890741709,753589,SEMBAWANG
589D,MONTREAL DR,14,SB,109,0,0,0,76,33,0,0,0,0,0,0,0,109,0,366.29999999999995,79,1.44984328065002,103.824378409707,754589,SEMBAWANG
59,C'WEALTH DR,10,QT,115,0,28,82,5,0,0,0,0,0,0,0,0,115,0,291.5,41,1.29801124613722,103.797090699239,140059,QUEENSTOWN
59,CHAI CHEE RD,12,BD,233,0,0,181,51,0,1,0,0,0,0,0,0,233,0,624.6,61,1.32488916644196,103.920246730461,460059,BEDOK
59,CIRCUIT RD,10,GL,118,0,0,116,2,0,0,0,0,0,0,0,0,118,0,296.6,42,1.3252487729987,103.886757553674,370059,GEYLANG
59,ENG HOON ST,3,BM,42,0,0,8,34,0,0,0,0,0,0,0,0,42,0,132.2,15,1.28414799093318,103.833436351788,160059,BUKIT MERAH
59,JLN MA'MOR,2,KWN,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,17.5,37,1.32810958408436,103.857125685289,320059,KALLANG/WHAMPOA
59,LOR 5 TOA PAYOH,10,TP,120,0,0,120,0,0,0,0,0,0,0,0,0,120,0,300.0,45,1.33675035701881,103.851794384284,310059,TOA PAYOH
59,MARINE TER,10,MP,150,0,0,150,0,0,0,0,0,0,0,0,0,150,0,375.0,52,1.30585648473163,103.914729886792,440059,MARINE PARADE
59,NEW UPP CHANGI RD,2,BD,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,15.0,55,1.32405898618809,103.940695612461,461059,BEDOK
59,STRATHMORE AVE,30,QT,137,0,0,0,101,36,0,0,0,0,0,0,0,137,0,459.29999999999995,77,1.29318964398969,103.81125258838,142059,QUEENSTOWN
59,TELOK BLANGAH HTS,13,BM,120,0,0,0,120,0,0,0,0,0,0,0,0,120,0,396.0,54,1.2753534329115,103.813588303131,100059,BUKIT MERAH
59A,GEYLANG BAHRU,21,KWN,97,0,0,0,57,40,0,0,0,0,0,0,0,97,0,328.1,75,1.32265385433949,103.868226925188,330059,KALLANG/WHAMPOA
59B,GEYLANG BAHRU,21,KWN,97,0,0,0,57,40,0,0,0,0,0,0,0,97,0,328.1,75,1.32212605377883,103.867995537199,331059,KALLANG/WHAMPOA
59C,GEYLANG BAHRU,21,KWN,95,0,0,0,55,40,0,0,0,0,0,0,0,95,0,321.5,75,1.32221075711137,103.868500280143,332059,KALLANG/WHAMPOA
590A,ANG MO KIO ST 51,31,AMK,240,0,59,60,90,0,0,0,31,0,0,0,0,240,0,662.7,95,1.37122178516983,103.853853154442,561590,ANG MO KIO
590A,MONTREAL LINK,16,SB,114,0,60,54,0,0,0,0,0,0,0,0,0,114,0,285.0,91,1.45035573249189,103.826654919951,751590,SEMBAWANG
590B,ANG MO KIO ST 51,32,AMK,224,0,50,56,87,0,0,0,31,0,0,0,0,224,0,620.3,95,1.37118642598512,103.852980282648,562590,ANG MO KIO
590B,MONTREAL LINK,17,SB,95,0,0,31,64,0,0,0,0,0,0,0,0,95,0,288.7,92,1.45008621870701,103.827067209255,752590,SEMBAWANG
590C,MONTREAL LINK,17,SB,103,0,0,15,88,0,0,0,0,0,0,0,0,103,0,327.9,92,1.44994314368403,103.82672063438,753590,SEMBAWANG
591A,ANG MO KIO ST 51,32,AMK,248,0,0,62,186,0,0,0,0,0,0,0,0,248,0,768.8,95,1.37093324079314,103.851940766136,561591,ANG MO KIO
591A,MONTREAL LINK,15,SB,111,0,56,54,0,0,1,0,0,0,0,0,0,111,0,278.8,91,1.45075627789135,103.826236742405,751591,SEMBAWANG
592A,MONTREAL LINK,17,SB,85,0,0,32,53,0,0,0,0,0,0,0,0,85,0,254.89999999999998,91,1.45093939112951,103.827087654463,751592,SEMBAWANG
592B,MONTREAL LINK,17,SB,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,92,1.45066388771139,103.827601887037,752592,SEMBAWANG
592C,MONTREAL LINK,17,SB,112,0,0,0,112,0,0,0,0,0,0,0,0,112,0,369.59999999999997,92,1.45093932083213,103.828070536752,753592,SEMBAWANG
593A,MONTREAL LINK,16,SB,135,0,0,30,105,0,0,0,0,0,0,0,0,135,0,421.5,91,1.45154716074707,103.827907536375,751593,SEMBAWANG
593B,MONTREAL LINK,16,SB,150,0,105,45,0,0,0,0,0,0,0,0,0,150,0,375.0,92,1.4513699701967,103.828324578002,752593,SEMBAWANG
596A,ANG MO KIO ST 52,28,AMK,135,0,0,0,81,54,0,0,0,0,0,0,0,135,0,456.3,78,1.37243023974423,103.850949173949,561596,ANG MO KIO
596B,ANG MO KIO ST 52,28,AMK,135,0,0,0,81,54,0,0,0,0,0,0,0,135,0,456.3,78,1.37205123278789,103.850545847531,562596,ANG MO KIO
596C,ANG MO KIO ST 52,28,AMK,135,0,0,0,81,54,0,0,0,0,0,0,0,135,0,456.3,78,1.37193571932413,103.85014325987,563596,ANG MO KIO
596D,ANG MO KIO ST 52,28,AMK,162,0,0,0,108,54,0,0,0,0,0,0,0,162,0,545.4,79,1.37187135282659,103.851030423419,564596,ANG MO KIO
6,BEACH RD,16,KWN,198,0,45,1,28,0,0,0,0,57,67,0,0,74,124,483.2,46,1.30399231690916,103.864419251804,190006,KALLANG/WHAMPOA
6,BEDOK STH AVE 2,14,BD,104,0,0,0,104,0,0,0,0,0,0,0,0,104,0,343.2,53,1.32221710776614,103.934991224907,460006,BEDOK
6,BOON KENG RD,16,KWN,102,0,0,0,49,53,0,0,0,0,0,0,0,102,0,347.2,74,1.31708990181432,103.860904808875,330006,KALLANG/WHAMPOA
6,EVERTON PK,12,BM,95,0,0,62,0,33,0,0,0,0,0,0,0,95,0,270.5,58,1.27667251302141,103.838682238027,080006,BUKIT MERAH
6,FARRER RD,10,BT,90,0,0,16,74,0,0,0,0,0,0,0,0,90,0,284.2,51,1.31731971195622,103.808057179008,260006,BUKIT TIMAH
6,GHIM MOH RD,15,QT,218,0,0,212,0,6,0,0,0,0,0,0,0,218,0,551.0,53,1.31228409003273,103.78840388918,270006,QUEENSTOWN
6,HAIG RD,21,GL,80,0,0,0,0,80,0,0,0,0,0,0,0,80,0,280.0,54,1.31317618810987,103.897214949603,430006,GEYLANG
6,HOLLAND CL,22,QT,369,0,0,276,84,3,0,0,0,0,0,6,0,363,6,992.7,51,1.30711568626095,103.795264617136,271006,QUEENSTOWN
6,HOUGANG AVE 3,5,HG,42,0,0,42,0,0,0,0,0,0,0,0,0,42,0,105.0,52,1.36271446291047,103.893980503167,530006,HOUGANG
6,JLN BATU,10,KWN,116,0,0,112,4,0,0,0,0,0,0,0,0,116,0,293.2,40,1.33601629281198,103.787894887695,588725,KALLANG/WHAMPOA
6,JLN BT HO SWEE,9,BM,70,0,0,67,2,0,0,0,0,0,0,1,0,69,1,176.6,40,1.28763869859867,103.831443269057,161006,BUKIT MERAH
6,KIM TIAN RD,11,BM,70,0,0,0,40,30,0,0,0,0,0,0,0,70,0,237.0,71,1.28400968071886,103.827421421303,163006,BUKIT MERAH
6,LOR LEW LIAN,12,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,55,1.34943810795905,103.877326449296,531006,SERANGOON
6,LOR 7 TOA PAYOH,25,TP,117,0,0,0,21,96,0,0,0,0,0,0,0,117,0,405.3,75,1.3385828070669,103.857192373631,310006,TOA PAYOH
6,MARINE TER,12,MP,152,0,0,150,0,2,0,0,0,0,0,0,0,152,0,382.0,52,1.30378544168669,103.916495343331,440006,MARINE PARADE
6,MARSILING DR,14,WL,207,0,0,206,0,1,0,0,0,0,0,0,0,207,0,518.5,53,1.44207297644105,103.776353990531,730006,WOODLANDS
6,TECK WHYE AVE,12,CCK,132,0,0,66,66,0,0,0,0,0,0,0,0,132,0,382.79999999999995,61,1.38158682382234,103.753828252297,680006,CHOA CHU KANG
6,TELOK BLANGAH CRES,16,BM,136,0,0,132,0,4,0,0,0,0,0,0,0,136,0,344.0,52,1.27814968064651,103.818475325512,090006,BUKIT MERAH
6,TOH YI DR,15,BT,78,0,0,0,0,0,78,0,0,0,0,0,0,78,0,296.4,67,1.33777302768485,103.775130712626,590006,BUKIT TIMAH
6A,BOON TIONG RD,21,BM,123,0,0,0,83,40,0,0,0,0,0,0,0,123,0,413.9,81,1.28683524831823,103.831347591398,164006,BUKIT MERAH
6B,BOON TIONG RD,21,BM,123,0,0,0,83,40,0,0,0,0,0,0,0,123,0,413.9,81,1.28654599608856,103.83082447985,165006,BUKIT MERAH
60,C'WEALTH DR,10,QT,118,0,29,86,2,0,0,0,0,0,1,0,0,117,1,296.6,41,1.29825219188502,103.797090121677,140060,QUEENSTOWN
60,CHAI CHEE RD,4,BD,24,0,0,16,8,0,0,0,0,0,0,0,0,24,0,66.4,60,1.3245410846025,103.921238276299,460060,BEDOK
60,CIRCUIT RD,10,GL,119,0,0,118,1,0,0,0,0,0,0,0,0,119,0,298.3,42,1.32555253561538,103.886532776037,370060,GEYLANG
60,DAKOTA CRES,15,GL,162,0,0,0,28,134,0,0,0,0,0,0,0,162,0,561.4,60,1.30728534060674,103.888505580319,390060,GEYLANG
60,GEYLANG BAHRU,21,KWN,110,0,0,0,70,40,0,0,0,0,0,0,0,110,0,371.0,75,1.32282118210161,103.869177870562,330060,KALLANG/WHAMPOA
60,JLN BAHAGIA,2,KWN,8,0,0,8,0,0,0,0,0,0,0,0,0,8,0,20.0,37,1.32796226326368,103.857121617047,320060,KALLANG/WHAMPOA
60,LOR 4 TOA PAYOH,30,TP,145,0,0,0,29,116,0,0,0,0,0,0,0,145,0,501.7,76,1.33632813877246,103.850756428954,310060,TOA PAYOH
60,MARINE DR,14,MP,130,0,0,0,130,0,0,0,0,0,0,0,0,130,0,429.0,53,1.30339565823242,103.908540529824,440060,MARINE PARADE
60,NEW UPP CHANGI RD,25,BD,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,55,1.32247807692488,103.941254614647,461060,BEDOK
60,STRATHMORE AVE,30,QT,137,0,0,0,108,29,0,0,0,0,0,0,0,137,0,457.9,76,1.29308587206923,103.81188488444,141060,QUEENSTOWN
60,TEBAN GDNS RD,25,JE,145,0,0,0,62,83,0,0,0,0,0,0,0,145,0,495.1,80,1.32275524437283,103.738658086826,600060,JURONG EAST
60,TELOK BLANGAH HTS,11,BM,196,0,0,172,20,2,2,0,0,0,0,0,0,196,0,510.6,54,1.27607895768865,103.812157206469,100060,BUKIT MERAH
601,ANG MO KIO AVE 5,12,AMK,152,0,0,128,22,0,2,0,0,0,0,0,0,152,0,400.2,57,1.38104134784496,103.835131744823,560601,ANG MO KIO
601,BEDOK RESERVOIR RD,12,BD,132,0,0,0,20,112,0,0,0,0,0,0,0,132,0,458.0,60,1.33006721315152,103.911619264196,470601,BEDOK
601,CHOA CHU KANG ST 62,9,CCK,40,0,0,0,0,0,40,0,0,0,0,0,0,40,0,152.0,72,1.39692772121884,103.744901171214,680601,CHOA CHU KANG
601,CLEMENTI WEST ST 1,14,CL,130,0,0,0,130,0,0,0,0,0,0,0,0,130,0,429.0,56,1.30477461299303,103.765253754328,120601,CLEMENTI
601,ELIAS RD,17,PRC,56,0,0,0,0,0,56,0,0,0,0,0,0,56,0,212.79999999999998,72,1.37785936475213,103.94350622134,510601,PASIR RIS
601,HOUGANG AVE 4,9,HG,100,0,0,0,60,40,0,0,0,0,0,0,0,100,0,338.0,63,1.37067892109565,103.887136594745,530601,HOUGANG
601,JURONG WEST ST 62,15,JW,84,0,0,0,28,28,28,0,0,0,0,0,0,84,0,296.79999999999995,77,1.33966177435104,103.70013784164,640601,JURONG WEST
601,SENJA RD,16,BP,73,0,0,0,73,0,0,0,0,0,0,0,0,73,0,240.89999999999998,75,1.38191601013855,103.762499853661,670601,BUKIT PANJANG
601,WOODLANDS DR 42,9,WL,112,0,0,0,112,0,0,0,0,0,0,0,0,112,0,369.59999999999997,73,1.43865031666959,103.796517232878,730601,WOODLANDS
601A,PUNGGOL CTRL,16,PG,89,0,15,30,44,0,0,0,0,0,0,0,0,89,0,257.7,88,1.40246846595119,103.907582202598,821601,PUNGGOL
601A,TAMPINES AVE 9,16,TAP,112,0,0,0,84,28,0,0,0,0,0,0,0,112,0,375.2,96,1.36075948651835,103.936832524812,521601,TAMPINES
601B,PUNGGOL CTRL,16,PG,90,0,15,30,45,0,0,0,0,0,0,0,0,90,0,261.0,88,1.40214702207143,103.907831931777,822601,PUNGGOL
601B,TAMPINES AVE 9,14,TAP,96,0,0,72,24,0,0,0,0,0,0,0,0,96,0,259.2,96,1.3608827749542,103.937510784188,522601,TAMPINES
601C,PUNGGOL CTRL,16,PG,90,0,15,30,45,0,0,0,0,0,0,0,0,90,0,261.0,88,1.40267896973516,103.908106143006,823601,PUNGGOL
601C,TAMPINES AVE 9,16,TAP,112,0,0,0,84,28,0,0,0,0,0,0,0,112,0,375.2,96,1.36137360614437,103.937271692223,523601,TAMPINES
601D,PUNGGOL CTRL,16,PG,90,0,15,30,45,0,0,0,0,0,0,0,0,90,0,261.0,88,1.40296400750639,103.907847415747,824601,PUNGGOL
601D,TAMPINES AVE 9,14,TAP,96,0,0,48,24,24,0,0,0,0,0,0,0,96,0,283.2,96,1.36137294343434,103.936587995929,524601,TAMPINES
602,ANG MO KIO AVE 5,12,AMK,150,0,0,124,22,1,3,0,0,0,0,0,0,150,0,397.5,57,1.38070883044887,103.835368226602,560602,ANG MO KIO
602,BEDOK RESERVOIR RD,13,BD,120,0,0,0,24,96,0,0,0,0,0,0,0,120,0,415.2,59,1.32934898685946,103.911583237057,470602,BEDOK
602,CHOA CHU KANG ST 62,12,CCK,76,0,0,0,0,0,76,0,0,0,0,0,0,76,0,288.8,72,1.39724418317226,103.744501292642,680602,CHOA CHU KANG
602,CLEMENTI WEST ST 1,12,CL,216,0,0,190,22,2,2,0,0,0,0,0,0,216,0,562.2,57,1.305104400087,103.766311863504,120602,CLEMENTI
602,ELIAS RD,17,PRC,56,0,0,0,0,0,56,0,0,0,0,0,0,56,0,212.79999999999998,71,1.37729474368384,103.944122496253,510602,PASIR RIS
602,HOUGANG AVE 4,13,HG,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,63,1.37123297855584,103.88691800304,530602,HOUGANG
602,JURONG WEST ST 62,15,JW,79,0,0,0,23,56,0,0,0,0,0,0,0,79,0,271.9,77,1.33925339751499,103.700219197809,640602,JURONG WEST
602,SENJA RD,16,BP,78,0,0,0,78,0,0,0,0,0,0,0,0,78,0,257.4,75,1.38141822253802,103.762739370664,670602,BUKIT PANJANG
602,WOODLANDS DR 42,12,WL,128,0,0,0,74,54,0,0,0,0,0,0,0,128,0,433.2,73,1.43821741607197,103.796391500509,730602,WOODLANDS
602,YISHUN ST 61,9,YS,100,0,0,0,60,40,0,0,0,0,0,0,0,100,0,338.0,64,1.42254719084625,103.83630530745,760602,YISHUN
602A,PUNGGOL CTRL,16,PG,90,0,15,30,45,0,0,0,0,0,0,0,0,90,0,261.0,88,1.40348053779097,103.907117403756,821602,PUNGGOL
602B,PUNGGOL CTRL,16,PG,90,0,15,30,45,0,0,0,0,0,0,0,0,90,0,261.0,88,1.40301276677721,103.906863540581,822602,PUNGGOL
602C,PUNGGOL CTRL,16,PG,89,0,15,30,44,0,0,0,0,0,0,0,0,89,0,257.7,88,1.40271329864642,103.907246242924,823602,PUNGGOL
603,ANG MO KIO AVE 5,12,AMK,140,0,0,116,20,1,3,0,0,0,0,0,0,140,0,370.9,57,1.38020079047279,103.83575571651,560603,ANG MO KIO
603,BEDOK RESERVOIR RD,11,BD,80,0,0,0,12,68,0,0,0,0,0,0,0,80,0,277.6,59,1.33000183975836,103.912464022386,470603,BEDOK
603,CHOA CHU KANG ST 62,12,CCK,68,0,0,0,0,0,68,0,0,0,0,0,0,68,0,258.4,72,1.39787825146928,103.744363385914,680603,CHOA CHU KANG
603,CLEMENTI WEST ST 1,4,CL,27,0,0,21,6,0,0,0,0,0,0,0,0,27,0,72.3,57,1.3047886514707,103.767329303088,120603,CLEMENTI
603,ELIAS RD,13,PRC,54,0,0,0,0,0,54,0,0,0,0,0,0,54,0,205.2,71,1.37685178454262,103.943718967412,510603,PASIR RIS
603,HOUGANG AVE 4,10,HG,108,0,0,0,108,0,0,0,0,0,0,0,0,108,0,356.4,63,1.37143602784682,103.885845075469,530603,HOUGANG
603,JURONG WEST ST 62,15,JW,79,0,0,0,23,56,0,0,0,0,0,0,0,79,0,271.9,77,1.33885099563978,103.700454992416,640603,JURONG WEST
603,SENJA RD,30,BP,152,0,0,0,94,58,0,0,0,0,0,0,0,152,0,513.2,76,1.38153645835758,103.762138791815,670603,BUKIT PANJANG
603,WOODLANDS DR 42,12,WL,128,0,0,0,74,54,0,0,0,0,0,0,0,128,0,433.2,73,1.43757277585058,103.796414103464,730603,WOODLANDS
603,YISHUN ST 61,12,YS,110,0,0,0,59,51,0,0,0,0,0,0,0,110,0,373.2,64,1.42205684515085,103.835660125996,760603,YISHUN
603A,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,88,1.4035301270326,103.908463410662,821603,PUNGGOL
603B,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,88,1.40314294041732,103.908316260563,822603,PUNGGOL
603C,PUNGGOL RD,14,PG,78,0,0,26,52,0,0,0,0,0,0,0,0,78,0,236.6,88,1.40333319756384,103.907970491724,823603,PUNGGOL
604,ANG MO KIO AVE 5,12,AMK,151,0,0,126,22,1,2,0,0,0,0,0,0,151,0,398.7,57,1.37986658053966,103.835976650638,560604,ANG MO KIO
604,BEDOK RESERVOIR RD,11,BD,100,0,0,0,16,84,0,0,0,0,0,0,0,100,0,346.8,59,1.33079235635694,103.913183390283,470604,BEDOK
604,CHOA CHU KANG ST 62,11,CCK,44,0,0,0,0,0,44,0,0,0,0,0,0,44,0,167.2,72,1.39817542038448,103.744673993982,680604,CHOA CHU KANG
604,CLEMENTI WEST ST 1,22,CL,84,0,0,0,0,84,0,0,0,0,0,0,0,84,0,294.0,56,1.30542777397595,103.767493297152,120604,CLEMENTI
604,ELIAS RD,17,PRC,56,0,0,0,0,0,56,0,0,0,0,0,0,56,0,212.79999999999998,71,1.37624527808676,103.943264774803,510604,PASIR RIS
604,HOUGANG AVE 4,4,HG,16,0,0,0,16,0,0,0,0,0,0,0,0,16,0,52.8,63,1.37097387546861,103.88592514857,530604,HOUGANG
604,JURONG WEST ST 62,15,JW,81,0,0,0,23,28,30,0,0,0,0,0,0,81,0,287.9,77,1.3386054995034,103.70007918145,640604,JURONG WEST
604,SENJA RD,28,BP,156,0,0,0,48,108,0,0,0,0,0,0,0,156,0,536.4,76,1.38098101760637,103.762509288056,670604,BUKIT PANJANG
604,WOODLANDS DR 42,12,WL,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,73,1.4371352956954,103.796372143463,730604,WOODLANDS
604,YISHUN ST 61,12,YS,68,0,0,22,28,0,18,0,0,0,0,0,0,68,0,215.79999999999998,64,1.42171348124463,103.83554529409,760604,YISHUN
604A,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,88,1.40430971677833,103.907412637205,821604,PUNGGOL
604A,TAMPINES AVE 9,14,TAP,104,0,0,78,26,0,0,0,0,0,0,0,0,104,0,280.8,96,1.36136735465848,103.935193332453,521604,TAMPINES
604B,PUNGGOL RD,16,PG,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,88,1.40388929562539,103.907206921482,822604,PUNGGOL
604B,TAMPINES AVE 9,16,TAP,112,0,0,0,70,42,0,0,0,0,0,0,0,112,0,378.0,96,1.36140735147645,103.935627169376,522604,TAMPINES
604C,PUNGGOL RD,14,PG,78,0,0,26,52,0,0,0,0,0,0,0,0,78,0,236.6,88,1.40366537588463,103.907532294779,823604,PUNGGOL
605,ANG MO KIO AVE 5,12,AMK,130,0,0,106,22,0,2,0,0,0,0,0,0,130,0,345.2,57,1.37967157676416,103.836487400764,560605,ANG MO KIO
605,BEDOK RESERVOIR RD,11,BD,120,0,0,0,20,100,0,0,0,0,0,0,0,120,0,416.0,59,1.33023693207314,103.913508109392,470605,BEDOK
