blk_no,street,Postcode,n_supmkt_400,dist_supmkt,n_food_400,n_mrt_400m,dist_mrt,dist_cbd,n_presch_400,n_sch_2km,prank_2km,grnarea_400
1,BEACH RD,190001,1,127.10887381860003,155,0,441.6956472448947,64.05968088517615,1,4,146.0,5.580603059676599
1,BEDOK STH AVE 1,460001,2,115.48692998468933,31,0,540.7576634285679,7451.474775466396,4,18,6.0,2.071160644970296
1,CHAI CHEE RD,461001,1,399.6001992990635,5,0,915.7333042411618,6559.589364591053,3,12,21.0,0.324354482339165
1,CHANGI VILLAGE RD,500001,0,,54,0,,16243.891728332554,0,0,,4.586773106650339
1,DELTA AVE,160001,3,210.4576814867768,64,0,673.1652406572972,2137.1484115622866,8,12,15.0,0.0
1,DOVER RD,130001,1,302.77381605833057,36,0,557.4269413937212,7183.899718827736,1,10,13.0,0.935742058233898
1,EVERTON PK,80001,4,196.7756087805084,291,0,509.5965569522451,93.062082354475,8,5,15.0,1.26608339829027
1,GHIM MOH RD,270001,1,361.363318743598,25,0,731.0439993174493,7271.344548135587,2,7,13.0,2.005367448812137
1,HAIG RD,430001,1,285.8812089289929,50,0,914.0820743934767,3306.981288717102,3,14,9.0,0.736110207175247
1,HOUGANG AVE 3,530001,2,190.7680956946349,23,0,794.7016514209494,7151.355483565703,5,17,23.0,0.117741202029317
1,JLN BT MERAH,150001,1,5.133483010197254,65,0,968.4323403857555,3923.995325906425,4,12,112.0,2.316809808411366
1,KG KAYU RD,431001,0,484.13869003247476,14,1,324.60454881348306,1638.065106848708,1,9,35.0,1.21799292594914
1,LOR 7 TOA PAYOH,310001,2,166.77884644881684,31,0,748.2741996199287,4019.5183313915145,5,21,8.0,0.76663069705997
1,LOR LEW LIAN,531001,2,388.04157069770446,41,2,234.88345502165208,5201.22692777859,6,16,42.0,0.011022905384367
1,MARINE TER,440001,1,370.4673122617008,19,0,1899.5875845641447,5514.74953172144,1,10,9.0,9.760958232647388
1,MARSILING DR,730001,0,908.3592344953582,32,0,920.6819277053538,17542.19505385972,2,10,84.0,0.0
1,PINE CL,390001,1,174.9431285048994,34,1,198.72133935536996,1651.0351280034192,14,10,35.0,0.057245422813115
1,QUEEN'S RD,260001,0,809.6273356317223,12,1,93.36748994636613,5482.03174700723,3,7,14.0,0.20851259182647
1,TECK WHYE AVE,680001,2,195.18093886585322,52,0,877.4298517058938,14393.889329837624,4,21,27.0,1.869118582838186
1,TELOK BLANGAH CRES,90001,1,244.0000936137347,49,0,1123.7304947546038,2676.9620976555652,3,11,15.0,7.645454462009202
1,TG PAGAR PLAZA,82001,5,0.001316747106857,480,1,319.53393560692615,68.5970845653563,9,3,88.0,1.715461080738729
1,TOH YI DR,591501,3,143.77136011445205,88,1,225.8431683909728,9728.541697809524,6,4,3.0,0.0
1A,CANTONMENT RD,85101,1,287.9391517019008,328,1,262.8757410363027,349.9274976345903,7,6,15.0,1.675400838674217
1B,CANTONMENT RD,85201,1,247.99812298512677,385,1,297.6613904342721,314.02210486316716,8,6,15.0,1.780390237845163
1C,CANTONMENT RD,85301,4,200.16201632104375,388,1,345.9889537252209,265.68731011772525,9,6,15.0,1.746811456835724
1D,CANTONMENT RD,85401,3,185.1068804042736,384,1,379.59705479244565,236.82859229650657,8,5,15.0,1.607899214293146
1E,CANTONMENT RD,85501,3,210.117521684218,328,1,389.46996436754137,215.5398515627055,8,5,15.0,1.472605401330174
1F,CANTONMENT RD,85601,4,203.8210546111004,306,0,454.73141917727827,150.82246767367153,8,5,15.0,1.338967488675231
1G,CANTONMENT RD,85701,4,207.9686351384879,288,0,504.67469524149044,104.51193152936906,8,5,15.0,1.246565204257432
10,CHAI CHEE RD,467010,1,282.21850002041003,16,0,681.9423449070222,6742.014931561886,7,14,21.0,0.030623101060795
10,EUNOS CRES,400010,1,135.60467624419726,37,1,283.4667010278154,4285.604942625895,4,10,45.0,0.18617037734597
10,GLOUCESTER RD,210010,1,347.7464722962549,81,1,278.4588887290925,1220.9255663601198,3,11,11.0,0.169184287204373
10,HAIG RD,430010,5,154.9861224025635,90,0,477.20191606645574,3241.300110771462,5,14,35.0,0.67737767104439
10,HOLLAND AVE,271010,4,223.55761987951186,114,0,442.74074189076066,6317.946494809569,6,7,13.0,3.639001469616224
10,JLN BT HO SWEE,161010,0,476.6079339765233,63,0,644.7327177098482,1474.6650904907078,2,11,15.0,0.0
10,JLN KUKOH,162010,1,278.9128881392144,83,0,563.8368673798379,888.3394014318962,3,8,30.0,4.788135495203127
10,JLN BATU,431010,0,672.505149018399,10,0,461.29955524860776,1540.1832095971201,1,9,35.0,1.344208763358771
10,JLN RUMAH TINGGI,150010,3,193.61604752445484,88,0,786.5818598485358,3987.0154572939714,6,10,112.0,2.859419492259297
10,JOO SENG RD,360010,3,161.9252683269978,70,0,897.9809660483302,3591.427344374165,3,15,42.0,1.030643196919401
10,LOR 7 TOA PAYOH,310010,1,280.07167232113494,62,0,1192.8463219240969,3759.76803301313,6,24,12.0,0.806155722137813
10,MARSILING DR,730010,0,850.365191650496,41,0,985.2803029834995,17468.396021933022,1,13,63.0,0.0
10,PINE CL,391010,1,316.482563570606,32,1,327.72572665745975,1600.055099292609,14,10,35.0,0.0
10,SELEGIE RD,180010,0,600.9513208854204,193,2,210.93306910196324,401.2101300576086,2,7,17.0,1.355626004358491
10,TECK WHYE AVE,680010,3,237.87530830175837,65,0,722.1552530544913,13946.001467358235,6,23,27.0,1.0094146626e-05
10,TELOK BLANGAH CRES,90010,1,48.158547986495634,42,0,1235.2873209577929,2436.026743241589,4,11,15.0,6.075056058741247
10,TOH YI DR,590010,1,381.79759860246855,30,0,501.6946218110458,9782.267559069316,3,4,3.0,0.576839947194493
10A,BENDEMEER RD,331010,0,590.5669472284169,80,1,311.38387923992155,1332.391508167043,6,9,38.0,0.177187207067096
10A,BOON TIONG RD,160010,3,175.3269186879479,139,1,290.625203848627,1726.141144585891,4,13,15.0,0.0
10B,BENDEMEER RD,332010,0,565.3376132699054,72,1,357.4199060448461,1389.8606238034708,6,10,38.0,0.433180335441263
10B,BEDOK STH AVE 2,461010,2,250.0412344726553,18,0,712.7475851310114,7759.618149861209,6,17,6.0,2.071160644970296
10B,BOON TIONG RD,164010,3,169.41029950148135,134,1,243.67906071320976,1768.9693095036532,4,13,15.0,0.0
10B,LOR 7 TOA PAYOH,312010,1,375.8862748145235,60,0,1307.298046492575,3728.2459119061036,4,24,12.0,0.723219852498945
10C,BENDEMEER RD,333010,0,510.7035174229345,60,1,353.5113995670046,1409.240028940848,6,10,38.0,0.488484617952716
10C,BEDOK STH AVE 2,462010,2,231.89308906905984,18,0,724.6735234844105,7756.065070327418,6,17,6.0,2.071160644970296
10D,BEDOK STH AVE 2,463010,2,217.7948154611665,29,0,746.7158268090018,7757.827917989453,6,17,6.0,2.071160644970296
10E,BEDOK STH AVE 2,464010,2,279.23743417173813,29,0,827.3453546649952,7830.25251809487,5,16,6.0,2.132385433519452
10F,BEDOK STH AVE 2,465010,2,307.6214100541681,18,0,804.6681684723895,7843.280748864449,6,17,6.0,2.071160644970296
100,BEDOK NTH AVE 4,460100,2,248.70356447349144,44,0,796.2986064681768,8505.528111570091,2,21,10.0,0.653569270911239
100,C'WEALTH CRES,140100,0,654.2893454350049,16,0,669.3802109254751,5568.428122522028,2,8,14.0,0.593379613609074
100,LOR 1 TOA PAYOH,310100,1,87.16245421136274,95,1,222.80752421015362,4083.9137412240284,8,17,8.0,0.61248307324468
100,WHAMPOA DR,320100,1,364.48846583036584,48,0,830.6653923781541,1956.0536861294381,6,15,12.0,0.511338504906958
101,AH HOOD RD,320101,2,101.65081168352748,59,0,668.9988528596217,2901.4137045733833,3,20,11.0,0.619693563493218
101,ALJUNIED CRES,380101,1,381.0873112481931,44,0,498.866609665846,2468.9127258415856,9,10,35.0,0.016267410287667
101,ANG MO KIO AVE 3,560101,0,426.61286169097696,60,0,1123.2880083389769,7608.7011884458,5,19,2.0,1.934277609832355
101,BEDOK RESERVOIR RD,470101,0,501.4455238346198,15,0,739.1073669033699,5320.856418154425,3,9,45.0,1.274801865927781
101,BEDOK NTH AVE 4,460101,3,238.0974797716013,55,0,675.2120024842793,8398.420444558133,3,21,10.0,0.612036595938249
101,BISHAN ST 12,570101,0,468.04531599745417,61,0,516.7999749295102,4665.975956014253,4,17,8.0,2.954519109184973
101,BT BATOK WEST AVE 6,650101,2,348.21152912259464,76,1,391.0503175191291,12867.438871594557,7,15,40.0,2.536771609445798
101,BT PURMEI RD,90101,1,275.85559865513665,23,0,813.1171874731215,1770.836376902598,2,8,15.0,7.179728802560924
101,C'WEALTH CRES,140101,0,594.102695432448,16,0,665.4024383896115,5626.748132049625,2,8,14.0,0.199398933969767
101,CLEMENTI ST 14,120101,2,148.3179628902855,42,0,886.4373765089379,9499.303571170372,4,15,3.0,0.754447381180583
101,GANGSA RD,670101,0,412.52578643243174,13,0,657.1958051147565,12804.21612557168,4,17,39.0,1.335995609374792
101,HENDERSON CRES,150101,0,533.0682273886902,1,0,550.0821046276416,2733.9494430178615,2,13,15.0,1.282406347671667
101,HOUGANG AVE 1,530101,2,156.0341827330166,98,0,909.1121544940993,6146.021484180931,1,8,23.0,1.408606334439681
101,JLN RAJAH,321101,1,325.8791117692903,51,0,549.4874749517514,2865.364274737844,2,21,12.0,3.215598986545018
101,JURONG EAST ST 13,600101,3,137.8315838083832,65,0,577.5563520030956,13230.453068673227,5,12,40.0,1.931591784602203
101,LENGKONG TIGA,410101,1,132.64023133129632,9,0,510.0750412827434,5238.077518038503,4,9,45.0,0.860601074350136
101,PASIR RIS ST 12,510101,1,221.475207142741,55,0,1189.058466076307,12150.766032314898,8,17,16.0,2.790399325847078
101,POTONG PASIR AVE 1,350101,1,164.51315660224213,71,1,210.38886530206204,3187.4228120238713,6,19,12.0,1.453667998694851
101,RIVERVALE WALK,540101,2,263.3694836471028,68,0,684.4383978030708,9322.78180498004,7,24,23.0,0.435502211989496
101,SERANGOON NTH AVE 1,550101,2,315.40448826116864,72,0,,7377.915443557615,3,11,1.0,0.875731877390522
101,SIMEI ST 1,520101,1,270.99585821836916,105,1,337.8716085381718,10057.780285786508,4,20,10.0,0.617089232162427
101,SPOTTISWOODE PK RD,80101,0,552.6728134459776,42,0,635.7944428676117,604.6850379252447,2,6,15.0,0.0
101,TAMPINES ST 11,521101,2,234.13405960464064,52,0,652.7306589833369,9774.706991516136,8,25,10.0,2.862573797222929
101,TECK WHYE LANE,680101,2,48.852373658767895,81,0,820.9970097142286,13858.983613256856,6,24,27.0,0.202696801680383
101,TOWNER RD,322101,2,307.4870900483874,58,1,66.38581633526451,1758.5353129772145,8,10,38.0,0.488484617952716
101,WHAMPOA DR,323101,0,426.8757115616569,49,0,883.2105919406599,1917.3058287560523,5,14,12.0,0.511338504906958
101,WOODLANDS ST 13,730101,1,365.6925369574562,10,0,516.0432450373999,16753.09358628995,3,17,63.0,6.283763394682593
101,YISHUN AVE 5,760101,1,122.10644414215396,58,0,825.1740779339128,14399.35371275897,9,16,29.0,1.22887732423372
101A,BIDADARI PK DR,341101,0,649.766779598101,11,1,258.9229293744711,3606.8666265561806,3,18,12.0,1.620777383786269
101A,CANBERRA ST,751101,2,297.32115863465896,22,0,954.5898221126172,16648.214189724324,4,9,29.0,0.754860747192159
101A,LOR 2 TOA PAYOH,310101,1,214.144745103889,117,1,95.98430437155064,4128.469263057592,4,16,8.0,0.61248307324468
101A,PUNGGOL FIELD,821101,1,359.38561820364777,24,0,847.4100089769702,11156.788430686784,9,23,37.0,1.491581985647469
101B,CANBERRA ST,752101,2,247.1175019789405,22,0,956.5808679203346,16627.356953139682,4,8,29.0,0.754860747192159
101B,LOR 2 TOA PAYOH,311101,1,173.1380257348839,106,1,131.8538426791607,4105.988669189222,5,17,8.0,0.61248307324468
101B,PUNGGOL FIELD,822101,1,305.789255567802,24,0,885.5800176296323,11167.162553748434,11,23,37.0,1.491581985647469
101C,PUNGGOL FIELD,823101,1,307.14974410406825,26,0,871.6337120243596,11197.668409259275,11,23,37.0,1.491581985647469
101D,PUNGGOL FIELD,824101,1,370.93034719497217,26,0,808.8847855690403,11220.283594874172,9,23,37.0,1.416884418817787
102,ALJUNIED CRES,380102,0,495.3805606119182,10,0,446.2003317773603,2360.1801483147615,8,10,35.0,0.016267410287667
102,ANG MO KIO AVE 3,560102,1,396.91927488155574,53,0,1131.8827304152924,7652.020847216206,6,19,2.0,2.755656107885283
102,BEDOK RESERVOIR RD,470102,0,523.6968509568286,15,0,721.450903829041,5259.23946176844,2,9,45.0,1.436872202164935
102,BEDOK NTH AVE 4,460102,3,185.8699636947902,55,0,653.4477317753816,8325.13428191658,3,21,10.0,0.545554756272461
102,BISHAN ST 12,570102,0,455.2708749402171,52,0,533.2278182466083,4703.6142000837235,3,17,8.0,2.874296763484827
102,BT BATOK WEST AVE 6,650102,2,269.04394635120354,94,1,310.9552490203367,12850.069599452136,6,16,40.0,2.460917683139651
102,BT PURMEI RD,90102,1,269.90779911702174,22,0,919.0848091373142,1654.4420753578906,2,7,15.0,3.484253436891927
102,C'WEALTH CRES,140102,0,585.5820307849406,16,0,649.2244921873148,5639.981524403024,2,8,14.0,0.310022604961504
102,CLEMENTI ST 14,120102,2,119.73643955595362,42,0,919.5204713449962,9479.814920768866,3,15,3.0,0.545537813016
102,GANGSA RD,670102,0,489.2907178419884,13,0,736.5484794110164,12740.313212480585,5,17,39.0,1.255258766791971
102,HENDERSON CRES,150102,0,499.52416121877775,1,0,537.0908634005206,2723.206572280601,2,13,15.0,1.489228225033411
102,HOUGANG AVE 1,530102,2,140.8013944899394,97,0,864.5226798984344,6125.6892504893885,1,8,23.0,1.429511601632547
102,JLN RAJAH,321102,2,346.204032830954,40,0,661.1572376073995,2797.6897910739344,3,21,12.0,1.317560191205729
102,JLN DUSUN,320102,2,116.28319756592126,59,0,641.1974977924417,2961.1034760953053,3,20,11.0,0.867833890332925
102,JURONG EAST ST 13,600102,4,85.48706401016341,115,0,557.4640503206517,13249.207362650322,4,11,40.0,0.866387909252359
102,LENGKONG TIGA,410102,1,177.18513841592602,9,0,563.0700343114535,5236.325068430607,4,9,45.0,1.090206519032069
102,PASIR RIS ST 12,510102,1,180.43896445662085,55,0,1149.949103918967,12165.381466676352,10,16,16.0,3.506935733444748
102,POTONG PASIR AVE 1,350102,1,235.01698787573793,71,1,256.89388699652517,3246.4968452501785,5,19,12.0,1.354378908925586
102,RIVERVALE WALK,540102,1,353.23789028655716,49,0,872.7600806119651,9292.937732810351,7,23,23.0,3.237954291731802
102,SERANGOON NTH AVE 1,550102,2,239.11362108926576,82,0,1945.6848537867852,7359.584212564846,6,11,1.0,1.226407960128499
102,SIMEI ST 1,520102,1,238.89502611827328,105,1,304.0187603898901,10072.431964360352,4,20,10.0,0.935664774920204
102,SPOTTISWOODE PK RD,80102,0,594.770849035404,34,0,669.2372282136039,575.047929518497,2,6,15.0,0.0
102,TAMPINES ST 11,521102,2,159.82693672508782,52,0,729.1699952986711,9759.948003053983,8,25,10.0,0.872077844250065
102,TECK WHYE LANE,680102,2,139.03535693733278,56,0,822.3843402686246,13792.01691928138,6,22,27.0,0.411278779407745
102,TOWNER RD,322102,2,268.47712812100747,69,1,136.20264699470493,1851.9203326817083,5,12,12.0,0.488484617952716
102,WOODLANDS ST 13,730102,1,326.92724088351224,20,0,594.5866127800462,16802.112884133276,3,17,63.0,7.59870657813862
102A,BIDADARI PK DR,341102,0,728.5908700083933,5,1,216.48650338542842,3666.8462242218757,1,18,12.0,1.331063983433474
102A,CANBERRA ST,751102,2,250.19431324522455,22,0,933.6997417271119,16558.360439806023,2,10,29.0,0.754860747192159
102A,DEPOT RD,101102,1,378.6244176786266,40,0,1095.8659227638893,3192.8885674277217,4,12,15.0,21.81286194549325
102A,PUNGGOL FIELD,821102,0,426.03822410308993,12,0,754.6133223554838,11241.171023954686,8,23,37.0,0.910848226269785
102B,BIDADARI PK DR,342102,0,672.5926117554303,11,1,347.678154216726,3545.5989955600994,1,18,12.0,1.636649416513813
102B,CANBERRA ST,752102,2,271.5041154529396,22,0,916.138387354144,16576.62948343779,4,10,29.0,0.754860747192159
102B,PUNGGOL FIELD,822102,0,470.54246113698076,11,0,712.4192235616723,11254.33797390854,6,23,37.0,1.151666923413236
102C,PUNGGOL FIELD,823102,0,500.4846702815431,11,0,714.688358282454,11199.428581140668,7,24,37.0,1.057149607996169
102D,PUNGGOL FIELD,824102,0,455.2088961077877,11,0,758.068978165476,11183.114597896072,9,23,37.0,0.816132765106961
103,AH HOOD RD,320103,2,169.13391882210314,59,0,595.5712051728036,2945.6565562869605,3,18,11.0,1.69135176711141
103,ANG MO KIO AVE 3,560103,1,356.89602443049745,47,0,1147.1140962551267,7694.116839056214,6,18,2.0,3.421230165879441
103,BEDOK NTH AVE 4,460103,3,138.95442862848492,45,0,684.2155266886994,8314.991116100247,4,21,10.0,0.547764742948781
103,BEDOK RESERVOIR RD,470103,0,549.5380600814983,15,0,692.7240555889919,5286.314777045884,3,9,45.0,1.436889146740264
103,BISHAN ST 12,570103,0,403.4812645002736,45,0,582.2568226776948,4738.841827983998,4,18,8.0,2.901567172991025
103,BT BATOK CTRL,650103,2,143.53851591671074,88,1,180.27494135243964,12816.950004512095,6,16,40.0,3.39204331281028
103,BT PURMEI RD,90103,1,204.8769955703953,26,0,858.9702058610956,1781.3061247842754,2,8,15.0,5.955295505359308
103,CLEMENTI ST 14,120103,2,131.68389719232258,42,0,947.8727861357712,9495.188382705075,3,15,3.0,0.583923814059113
103,GANGSA RD,670103,0,491.24803083538546,19,0,780.1137398225661,12676.27446134461,5,17,39.0,1.07410258828192
103,HENDERSON CRES,150103,0,433.28313610284073,7,0,507.67203684782095,2717.4303088790107,2,13,15.0,1.772550766698147
103,HOUGANG AVE 1,530103,2,178.19806739481885,108,0,800.1308359388277,6135.780402908799,1,9,23.0,1.447729782709647
103,JLN RAJAH,321103,1,311.1249022592772,39,0,828.6783900331955,2687.970652562335,3,17,12.0,0.215513256557937
103,JURONG EAST ST 13,600103,3,49.808406596516434,67,0,611.5247663100865,13290.947241766587,4,12,40.0,1.294207804066657
103,LENGKONG TIGA,410103,1,207.92369735291976,9,0,593.2978334059068,5244.680445222353,4,9,45.0,1.295833744783518
103,PASIR RIS ST 12,510103,1,146.561569680204,55,0,1172.6467647486602,12211.845442900576,10,15,16.0,4.011973340002401
103,POTONG PASIR AVE 1,350103,1,327.07815382374827,64,1,306.6888251897033,3295.0593928087947,5,19,12.0,1.251521969313223
103,RIVERVALE WALK,540103,1,226.73255341393025,49,0,899.797714007527,9419.039687169792,7,26,23.0,2.518515238715159
103,SERANGOON NTH AVE 1,550103,2,323.1982653383465,72,0,,7337.528470705947,3,11,1.0,0.984678336210557
103,SPOTTISWOODE PK RD,80103,0,505.2185227869305,19,0,739.4106487909282,680.1672448717561,2,6,15.0,0.0
103,TAMPINES ST 11,520103,2,224.0587420085962,52,0,631.1709723364245,9881.715631025096,9,24,10.0,3.064446957800054
103,TECK WHYE LANE,680103,2,141.18182680125162,80,0,911.6180386518132,13870.29791880529,3,25,27.0,0.015326049252342
103,TOWNER RD,322103,2,272.71887730585337,70,1,138.10491723007758,1868.698136200979,6,12,12.0,0.488484617952716
103,WOODLANDS ST 13,730103,1,369.92626088303473,20,0,613.5364179104598,16866.19338642563,3,17,63.0,7.507037920183591
103,YISHUN RING RD,760103,1,84.28095606844086,53,0,712.6294356942607,14462.334000476845,7,17,29.0,1.448945419532625
103A,BIDADARI PK DR,341103,0,622.9654653217418,11,0,408.3851532272814,3477.250713901697,2,18,12.0,1.636649416513813
103A,CANBERRA ST,751103,2,316.41413563741037,22,0,877.4242055078436,16569.430578188403,4,12,29.0,0.754860747192159
103A,DEPOT RD,101103,1,372.56469980032057,46,0,1052.66678252537,3200.557902586958,4,12,15.0,18.415202503356493
103A,EDGEFIELD PLAINS,821103,0,494.2776847722533,11,0,756.8054357182868,11139.83748106645,8,26,37.0,0.795478106355983
103B,BIDADARI PK DR,342103,0,555.6096360476103,11,0,456.95150604304064,3415.6270892444973,2,18,12.0,1.626858876625544
103B,CANBERRA ST,752103,2,227.80094385077211,22,0,838.7245869547357,16506.430826477284,4,11,29.0,0.754860747192159
103B,DEPOT RD,102103,1,348.0436075764864,48,0,1058.2125781927582,3225.0337368872133,4,12,15.0,18.395030965109346
103B,EDGEFIELD PLAINS,822103,0,482.22044467467055,11,0,807.5899214336642,11083.078618950107,8,26,37.0,0.657896642463753
103C,EDGEFIELD PLAINS,823103,0,486.74101273999804,11,0,850.2983268193049,11029.276929335903,9,26,37.0,0.47552278246303
104,ALJUNIED CRES,380104,0,468.15926878373625,34,0,402.1134219639537,2359.089718014681,8,11,35.0,0.052979543598028
104,BEDOK RESERVOIR RD,470104,0,562.8568224279252,15,0,653.2008679035991,5365.23728513751,3,8,45.0,1.409366706358197
104,BEDOK NTH AVE 4,460104,3,193.3269880659368,55,0,608.2069880913452,8210.842452168547,4,22,10.0,0.710908407003307
104,BISHAN ST 12,570104,0,400.3529049559805,26,0,571.0264441491122,4761.090065562006,4,18,8.0,2.844360063014429
104,BT BATOK CTRL,650104,2,233.1597528811838,114,1,256.91060890172986,12930.318937210353,5,16,40.0,2.002991414144598
104,BT PURMEI RD,90104,1,172.82939573280066,26,0,896.0237366013274,1762.8288613282773,2,8,15.0,4.793360054078617
104,CLEMENTI ST 14,120104,2,150.62904022682582,42,0,984.22389439596,9509.16316700931,3,15,3.0,0.562711001923291
104,GANGSA RD,670104,0,482.2282592797312,13,0,716.1997323749694,12733.644323029153,6,17,39.0,1.336402482017531
104,HENDERSON CRES,150104,0,418.22004136904326,8,0,525.7910208197388,2685.5306712845727,2,13,15.0,2.115791374047818
104,HOUGANG AVE 1,530104,2,126.16629214669783,116,0,835.0973042974583,6083.436999095787,2,8,23.0,1.453594451521128
104,JLN RAJAH,321104,1,384.66225904582427,29,0,833.8158744918932,2735.9574492645024,3,17,12.0,0.165306102328697
104,JLN DUSUN,320104,2,169.59330943700436,69,0,596.4024037870029,3020.976095147575,3,21,11.0,1.439897385105724
104,JURONG EAST ST 13,600104,3,0.000873061661085,67,0,642.820026877961,13331.228113399176,4,12,40.0,0.781073289413129
104,LENGKONG TIGA,410104,1,207.5247708276155,8,0,616.3184068970896,5156.195002918001,4,9,45.0,1.027925496088117
104,PASIR RIS ST 12,510104,1,115.71000850530037,56,0,1187.9417579284327,12255.386529066209,10,15,16.0,4.02304271445727
104,POTONG PASIR AVE 1,350104,1,309.0188481553508,71,1,327.3970864273384,3318.8685337389734,5,19,12.0,1.258274949778142
104,RIVERVALE WALK,540104,1,264.18394902075164,49,0,869.2212216301771,9378.114718566767,6,25,23.0,2.260024666865899
104,SERANGOON NTH AVE 1,550104,2,233.93715597697675,82,0,1935.0256007693906,7331.661249208392,6,11,1.0,1.323347395728954
104,SPOTTISWOODE PK RD,80104,0,483.1318063393667,20,0,788.135041813786,723.1135922218781,2,6,15.0,0.0
104,TAMPINES ST 11,520104,2,209.7017597611375,52,0,694.0388438990416,9895.197899867646,8,24,10.0,2.846459640508751
104,TECK WHYE LANE,680104,3,189.55795539052568,78,0,987.2146219753939,13928.693161378313,4,24,27.0,0.0
104,TOWNER RD,322104,2,266.4152910199626,64,1,91.76758570937466,1803.4295097118209,7,10,38.0,0.488484617952716
104,WHAMPOA DR,323104,0,421.53980959008135,62,0,937.8128820552067,1962.2954184698258,2,16,12.0,0.511338504906958
104,WOODLANDS ST 13,730104,1,384.7956372048827,19,0,547.9918133571499,16818.966582683614,3,17,63.0,6.959405999566052
104A,ANG MO KIO ST 11,560104,1,277.40320208866416,48,0,1214.7871309852771,7793.733355391724,7,17,2.0,3.746772624467428
104A,BIDADARI PK DR,341104,0,531.8813844328487,11,0,427.81726063190814,3437.3597293311927,2,18,12.0,1.592057133862556
104A,CANBERRA ST,751104,2,165.16937632892967,22,0,846.6838608729806,16465.76793630774,2,11,29.0,0.754860747192159
104A,DEPOT RD,101104,1,264.874005896916,36,0,1110.084381903768,3307.073218159876,4,12,15.0,20.941458451244266
104A,EDGEFIELD PLAINS,821104,0,423.5456914562107,12,0,917.8259276910014,11002.906394998432,10,26,37.0,0.976143258175911
104B,ANG MO KIO ST 11,561104,1,322.646170091232,56,0,1247.2469074758783,7768.3147676611015,7,17,2.0,2.140649121288516
104B,CANBERRA ST,752104,2,175.14059919254325,18,0,789.0319217217501,16450.33463400922,4,12,29.0,0.754860747192159
104B,DEPOT RD,102104,1,240.6048007071032,36,0,1107.9630787936712,3331.504183394891,4,12,15.0,20.504974877433614
104B,EDGEFIELD PLAINS,822104,1,394.7510798610413,24,0,948.3249846005842,10993.002108139319,10,26,37.0,1.096760799238653
104C,CANBERRA ST,753104,1,116.00905281133977,13,0,762.1312455882021,16403.72533870045,3,12,29.0,0.754860747192159
104D,CANBERRA ST,754104,2,109.74078738441818,18,0,799.4664944489201,16409.820264887996,2,11,29.0,0.754860747192159
105,ALJUNIED CRES,380105,0,504.8730091402496,50,1,336.07647552196255,2305.4646351730166,8,11,35.0,0.274779904318913
105,ANG MO KIO AVE 4,560105,1,299.13471105983155,48,0,1325.8576331461986,7876.592350623857,8,17,2.0,1.198185509974957
105,BEDOK RESERVOIR RD,470105,0,597.6065641911784,15,0,647.8166943345983,5282.718042997499,4,8,45.0,1.436889146740264
105,BEDOK NTH AVE 4,460105,3,229.48732279899824,55,0,573.4345710301443,8221.169386377685,4,22,10.0,0.545554756272461
105,BISHAN ST 12,570105,0,420.17300821973265,41,0,553.4054134032498,4796.469352487721,2,18,8.0,2.67267387835008
105,BT BATOK CTRL,650105,2,242.8627720010564,129,1,273.0320446559671,12922.422884992782,4,16,40.0,2.021856930920941
105,BT PURMEI RD,90105,1,173.61633998495367,26,0,855.7127041385216,1863.9353519764204,2,9,15.0,7.563013629764449
105,CLEMENTI ST 12,120105,2,77.40202600267092,42,0,998.1352779237031,9427.26184126723,2,15,3.0,0.331670037714259
105,GANGSA RD,670105,0,486.50811054488264,19,0,697.1871105575644,12715.18192171925,5,17,39.0,1.087030230729442
105,HENDERSON CRES,150105,0,496.04582520715627,6,0,620.6523083832166,2636.9471468622764,3,13,15.0,2.106014448576097
105,JLN RAJAH,320105,0,493.8886311713189,21,0,838.4161645135612,2819.0459450528356,5,18,12.0,0.165268654348826
105,JURONG EAST ST 13,600105,1,134.17628051410853,61,0,627.8130447791114,13273.446357307768,5,12,40.0,2.392949185859865
105,LENGKONG TIGA,410105,1,195.63077828982802,8,0,599.4960293213963,5186.092311365273,4,9,45.0,1.079720313968176
105,PASIR RIS ST 12,510105,1,138.0387131671597,54,0,1048.492462453849,12180.701703042974,8,15,16.0,2.961886762067126
105,POTONG PASIR AVE 1,350105,1,277.7527055716107,71,1,337.93624154689627,3326.4785459487343,5,19,12.0,1.295646073716545
105,RIVERVALE WALK,540105,1,320.9923691551588,49,0,848.2909776167406,9320.690163875883,6,23,23.0,2.652086358243926
105,SERANGOON NTH AVE 1,550105,1,316.53433462380485,65,0,1991.2018568624928,7290.330056439114,2,11,1.0,1.007840896564188
105,SIMEI ST 1,520105,1,321.33738874124947,85,1,386.0198632644186,9991.057411411359,4,20,10.0,0.344395965473391
105,SPOTTISWOODE PK RD,80105,0,496.8406701976264,12,0,869.3631633068322,767.609967381451,2,6,15.0,0.0
105,TAMPINES ST 11,521105,2,110.22108468151218,52,0,618.4384770348705,9995.092733071937,9,22,10.0,3.236961636049013
105,TECK WHYE LANE,680105,4,139.60951542573022,84,0,962.0150074074619,13954.646348069076,5,24,27.0,0.062149217204118
105,TOWNER RD,321105,2,235.9965237900621,70,1,161.1869821423702,1895.4955918477613,6,11,12.0,0.488484617952716
