blk_no,street,Postcode,n_supmkt_400,dist_supmkt,n_food_400,n_mrt_400m,dist_mrt,dist_cbd,n_presch_400,n_sch_2km,prank_2km,grnarea_400
251,BISHAN ST 22,570251,0,492.2674582868654,15,0,1042.6402434185197,6601.4255207638935,3,21,2.0,15.5772812774864
251,BT BATOK EAST AVE 5,650251,1,347.62437464489057,92,0,907.8819354232509,11975.301684030996,7,13,40.0,3.457254737223256
251,CHOA CHU KANG AVE 2,680251,1,96.63170089700566,33,0,782.008635535741,14760.286029256607,14,16,27.0,1.448992155848416
251,COMPASSVALE ST,540251,0,463.55299788243127,12,0,548.9445792367935,10477.1970665293,17,27,37.0,1.131177568061096
251,HOUGANG AVE 3,530251,0,401.7207952546232,34,0,730.8015969855671,6666.634178458459,6,12,23.0,0.000315646820004
251,JURONG EAST ST 24,600251,1,82.79885212024028,37,0,792.8889061685421,13424.293030192459,5,14,40.0,1.336644568743728
251,KIM KEAT LINK,310251,1,74.32771080306037,31,0,1065.5141175040749,3159.2080567356616,5,19,12.0,0.0
251,PASIR RIS ST 21,510251,0,436.4953789137052,2,0,1492.7453947568451,12739.827014739403,5,13,33.0,2.95105938524113
251,TAMPINES ST 21,520251,1,385.60620056895954,83,1,335.9709884287361,10346.754501876962,5,21,10.0,3.578029841011902
251,YISHUN RING RD,760251,2,191.24433595830294,95,0,921.0077488091506,14628.038594464444,11,15,29.0,0.677016933744839
252,BANGKIT RD,670252,1,159.9388957442834,41,0,1397.411543070377,12319.142839327267,4,13,39.0,13.147250269583362
252,BISHAN ST 22,570252,0,521.4310138691637,21,0,1060.5486089788064,6623.502557479552,3,21,2.0,14.889488680552802
252,BT BATOK EAST AVE 5,650252,1,306.58360511669696,101,0,868.2337534338768,11988.25622800951,6,13,40.0,2.289305887567688
252,CHOA CHU KANG AVE 2,680252,1,96.68599315943602,33,0,813.4764767760096,14703.385894897969,14,16,27.0,2.022697761453541
252,COMPASSVALE ST,540252,0,443.32508629097936,12,0,627.7625605306204,10510.579460250321,17,27,37.0,0.073838004521348
252,HOUGANG AVE 3,530252,1,315.20695116753257,26,0,850.8214797624926,6735.140768886028,7,13,23.0,0.0
252,JURONG EAST ST 24,600252,1,129.61713169157719,50,0,618.50126378884,13573.561032662257,4,15,36.0,2.211293605635109
252,KIM KEAT LINK,310252,1,100.42226402532918,22,0,1094.9634831250803,3125.021333523061,5,18,12.0,0.0
252,PASIR RIS ST 21,510252,2,239.70049657077902,49,0,1587.0875392399491,12627.687472771438,8,13,16.0,1.57025600763072
252,TAMPINES ST 21,520252,0,450.3053263796961,7,0,443.5516790779961,10424.54607512712,6,22,10.0,2.948390350509856
252,YISHUN RING RD,760252,2,189.6237968368704,95,0,896.7157040392938,14623.857321285137,11,15,29.0,0.557501770980661
253,ANG MO KIO ST 21,560253,1,313.51546771607144,37,0,1658.5884808290773,7657.185263993996,6,17,2.0,4.979138445435825
253,BANGKIT RD,670253,1,217.78536219767778,41,0,1479.601235147461,12229.942953885557,3,13,39.0,18.521194873109945
253,BISHAN ST 22,570253,0,502.0927290611,19,0,1093.3917881698562,6661.070891901378,4,21,2.0,13.656494943946365
253,BT BATOK EAST AVE 5,650253,2,273.25683686954244,94,0,903.7825961294425,11932.5962231571,6,13,40.0,0.92946980100182
253,COMPASSVALE ST,540253,0,470.2636961781626,12,0,581.4067730641176,10521.192413404613,16,28,37.0,1.311720565007756
253,HOUGANG AVE 3,530253,1,320.6560811616263,23,0,795.1357575703015,6739.634518042086,7,14,23.0,0.0
253,JURONG EAST ST 24,600253,1,276.5812208444391,38,0,475.1850348828216,13715.048047386015,3,15,36.0,2.53873273791088
253,KIM KEAT AVE,310253,2,118.30555074465214,17,0,1155.6792173995782,3101.414660646279,4,16,12.0,0.0
253,PASIR RIS ST 21,510253,2,213.91981030855368,42,0,1621.9746696085517,12668.883487617206,7,13,16.0,1.311395512335948
253,SERANGOON CTRL DR,550253,4,17.459355915005123,218,1,377.7595726401258,5463.115351910633,5,15,22.0,1.888644767967453
253,SIMEI ST 1,520253,1,109.32955592910662,102,1,175.99627749172294,10218.793572765388,4,19,10.0,1.165330588632321
253,TAMPINES ST 21,521253,2,363.73520060287206,90,1,330.0575632535362,10375.480322055684,5,22,10.0,3.269874851778996
253,YISHUN RING RD,760253,3,204.93981436239105,122,0,895.9044516172465,14670.522765597596,10,15,29.0,0.0
253A,ANG MO KIO ST 21,561253,1,380.6787633505621,37,0,1699.4376570486093,7720.583488412323,4,15,2.0,3.047738382838315
254,ANG MO KIO AVE 4,560254,1,371.8569702354301,37,0,1654.8440032261437,7735.048356248637,4,16,2.0,1.570633141416998
254,BANGKIT RD,670254,1,118.53867738453698,41,0,1372.3321517294996,12308.120662426163,4,13,39.0,11.051362491897358
254,BISHAN ST 22,570254,0,526.1685314405175,19,0,1127.1957853612466,6625.472853187214,4,21,2.0,13.361119517809732
254,BT BATOK EAST AVE 4,650254,2,262.2210807635701,94,0,958.594384666699,11864.788245843316,5,13,40.0,1.5038090404908
254,CHOA CHU KANG AVE 2,680254,2,102.7604017740256,33,0,790.9308525101577,14819.3051647617,15,16,27.0,1.135910249983681
254,COMPASSVALE RD,540254,0,417.6843340043804,5,0,553.4617382543958,10533.53880867451,16,28,37.0,2.217259762740615
254,HOUGANG AVE 3,530254,1,387.1700471015852,30,0,710.9917161624635,6694.849333621527,6,14,23.0,0.0
254,KIM KEAT AVE,310254,1,113.8539213477728,25,0,1194.135554590995,3148.4774435231307,4,18,12.0,0.0
254,PASIR RIS ST 21,510254,2,154.43073540268625,42,0,1670.3508023296056,12736.846432266635,7,12,33.0,0.846433154748024
254,SERANGOON CTRL DR,550254,4,67.02076684099336,87,0,404.12437246869627,5506.778457690025,5,15,22.0,2.180974727848573
254,SIMEI ST 1,520254,1,145.34268096641293,103,1,210.8730734135394,10163.501642710327,3,19,10.0,1.401242228266212
254,TAMPINES ST 21,521254,0,410.37686713377394,7,0,468.68706939477477,10477.319415465076,5,22,10.0,1.985010269917732
254,YISHUN RING RD,760254,3,151.00944933619843,109,0,844.2235294848424,14622.82220092196,7,16,29.0,0.125119808326384
255,ANG MO KIO AVE 4,560255,0,415.95800529357365,45,0,1662.8878472310926,7784.741901448777,4,16,2.0,0.955948652570508
255,BANGKIT RD,670255,1,60.95137825757889,41,0,1283.2300812128542,12372.471720724046,4,13,39.0,5.852426080250748
255,BISHAN ST 22,570255,0,504.2928122772897,24,0,1166.0304546366513,6603.42076169315,4,21,2.0,12.479118593644365
255,BT BATOK EAST AVE 4,650255,1,313.0650526874798,94,0,997.7417155952595,11850.001098860004,4,12,46.0,1.902842891814666
255,COMPASSVALE RD,540255,1,357.10608846458075,16,0,505.6729432900075,10518.921625437366,17,28,37.0,2.389717231096551
255,KIM KEAT AVE,310255,1,65.8256448608914,25,0,1146.6022856634281,3158.732807475259,4,17,12.0,0.0
255,PASIR RIS ST 21,510255,2,143.24115864732047,42,0,1704.1140659125908,12777.529204710843,6,12,33.0,0.891900975643616
255,SERANGOON CTRL DR,550255,2,154.30731302287828,89,0,521.1167187456027,5615.2046274520135,6,16,22.0,2.105982095658891
255,SIMEI ST 1,520255,1,144.14808385307296,103,1,198.83027907100433,10163.205255816947,4,19,10.0,1.691802815036127
255,TAMPINES ST 21,521255,2,302.56888429674433,81,0,585.7075197444107,10561.562751397203,5,22,10.0,0.55304322731089
255,YISHUN RING RD,760255,3,137.24847492137803,109,0,830.8248287119079,14588.3295456815,7,16,29.0,0.541098815841617
256,ANG MO KIO AVE 4,560256,1,349.6901439576781,49,0,1514.0346514787495,7740.064576773868,7,17,2.0,0.675575849597059
256,BISHAN ST 22,570256,0,469.0793478727197,24,0,1199.3575036988973,6567.404223259099,2,21,2.0,11.223584104144955
256,BT BATOK EAST AVE 4,650256,1,378.4485942518461,77,0,1000.8292522339461,11893.186008952334,6,12,46.0,2.883338502939772
256,COMPASSVALE RD,540256,1,376.136969374129,17,0,486.33000953908095,10475.266343538975,18,27,37.0,2.38720599442215
256,JURONG EAST ST 24,600256,1,202.83342356372202,40,0,661.6105059775531,13614.122011238533,4,15,36.0,2.142213664798684
256,KIM KEAT AVE,310256,1,124.99814826450269,32,0,1178.0713310239396,3192.182337773504,4,19,12.0,0.0
256,PASIR RIS ST 21,510256,2,114.79510930746173,41,0,1610.3172311758524,12690.210698886238,7,13,16.0,0.845378497088374
256,SERANGOON CTRL DR,550256,2,175.85740592956887,73,0,508.68355129548473,5622.998931678934,5,15,1.0,2.105982095658891
256,SIMEI ST 1,520256,1,145.07311354811864,103,1,180.40932960719218,10191.34270989278,5,20,10.0,1.929297014042189
256,TAMPINES ST 21,522256,1,341.67877562377123,33,0,533.881067377542,10547.972419722515,6,22,10.0,0.477081199706335
256,YISHUN RING RD,760256,3,64.05401045076185,94,0,755.3829701048496,14572.229563431367,5,17,29.0,0.056550601138181
256A,SUMANG WALK,821256,2,145.163662982033,19,0,728.5982733252897,11650.403736140654,6,20,37.0,1.486406380517204
256B,SUMANG WALK,822256,2,100.38253208506073,32,0,676.3904840615565,11659.648031703277,6,19,37.0,1.626878374230196
256C,SUMANG WALK,823256,2,101.63689719737505,22,0,692.105916486485,11582.7552691848,4,22,37.0,1.351823277210883
256D,SUMANG WALK,824256,2,104.34490407685051,22,0,676.2628640768269,11537.27734339744,3,22,37.0,1.519989447857206
257,BANGKIT RD,670257,1,66.98173685708966,47,0,1300.4570095898277,12278.22150894013,7,13,39.0,5.318350211632764
257,BISHAN ST 22,570257,1,282.9015803582334,38,0,1126.1179221267876,6381.904071181711,4,21,2.0,4.662862518017683
257,BOON LAY DR,640257,0,468.4311134379187,17,0,834.1299556274448,16742.071628891907,7,16,7.0,1.348241462070001
257,BT BATOK EAST AVE 4,650257,1,397.5795305423133,77,0,966.0176744065753,11948.184027199146,6,13,40.0,4.348480632956642
257,JURONG EAST ST 24,600257,1,222.25879584935743,37,0,712.7694736682909,13594.794715845193,4,17,36.0,2.271819545500583
257,KIM KEAT AVE,310257,1,55.921194496713476,49,0,1086.9467363487352,3275.0211775415473,4,21,12.0,0.0
257,PASIR RIS ST 21,510257,2,102.5511433714831,41,0,1568.5826529411859,12659.04068503679,6,13,16.0,0.84910246268676
257,SERANGOON CTRL DR,550257,2,214.32847675449048,73,0,502.3103901686066,5629.788799253976,5,15,1.0,2.105982095658891
257,TAMPINES ST 21,520257,1,343.2865944015184,34,0,535.474877722742,10577.514804751021,6,22,10.0,0.535517063862275
257,YISHUN RING RD,760257,4,110.73484914007909,124,0,751.5971270059467,14630.862813092384,4,16,29.0,0.0
257A,COMPASSVALE RD,541257,2,298.57508957376837,108,1,252.52803341882085,10261.066097771381,13,26,37.0,1.833639444942624
257B,COMPASSVALE RD,542257,2,229.42587774734494,151,1,194.0741998073953,10260.087063728484,9,27,37.0,1.925815861750645
257C,COMPASSVALE RD,543257,2,174.45724708779207,151,1,157.2209489783329,10259.970482164106,8,26,37.0,1.946383182487368
258,ANG MO KIO AVE 4,560258,1,262.47222440137364,50,0,1450.1138917514204,7649.006219804665,8,18,2.0,0.32642416511917
258,BISHAN ST 22,570258,1,311.2765417488796,50,0,1163.0389411636802,6404.241135427681,3,21,2.0,3.753938820536267
258,BOON LAY DR,640258,0,445.8965296797239,17,0,878.5643103500495,16739.98400682867,6,16,7.0,1.434375175211812
258,BT BATOK EAST AVE 4,650258,0,444.2196538068503,70,0,1064.547553524394,11865.127261328942,4,11,46.0,5.420821241756927
258,JURONG EAST ST 24,600258,1,146.28251366164304,41,0,690.4100072996732,13558.465041996347,4,16,36.0,2.021825010022822
258,KIM KEAT AVE,310258,1,95.2429299752712,49,0,1149.3089918199069,3282.0803446600407,5,22,12.0,0.0
258,SERANGOON CTRL DR,550258,2,254.55393440142086,72,0,507.0968096616286,5640.318530372967,4,15,1.0,2.105982095658891
258,TAMPINES ST 21,520258,1,345.7494136171717,33,0,551.7891382752088,10619.536395157402,6,22,10.0,0.975713189769198
258,YISHUN ST 22,760258,4,173.0351237328296,146,0,827.039314902139,14691.095074734567,4,16,29.0,0.0
258A,COMPASSVALE RD,541258,2,232.90270904149426,151,1,210.3219980216252,10293.390519845716,8,27,37.0,2.061054497897172
258A,PUNGGOL FIELD,821258,2,92.05551331112304,23,0,682.0020685574883,11414.227370610068,5,24,37.0,1.492144601664671
258B,COMPASSVALE RD,542258,2,263.11089949925014,108,1,251.93011184227754,10306.780046306063,12,27,37.0,2.07645236546222
258B,PUNGGOL FIELD,822258,2,129.69898608495666,22,0,631.590073822342,11416.001018975521,5,25,37.0,1.662724594598768
258C,COMPASSVALE RD,543258,2,234.08322948120448,108,1,298.9412405931179,10364.415046723934,13,28,37.0,2.296829459841392
258C,PUNGGOL FIELD,823258,2,148.44192433988155,22,0,636.7720603457518,11461.952404649319,4,24,37.0,1.604133356496461
258D,COMPASSVALE RD,544258,2,189.31394768357825,108,1,268.7520799692914,10359.460065566163,9,27,37.0,2.307848877989362
259,ANG MO KIO AVE 2,560259,0,541.5206933875288,9,0,,7670.709474982378,2,12,2.0,6.01706417551271
259,BISHAN ST 22,570259,1,347.5517883973545,50,0,1202.8520954452752,6430.429368140283,2,22,2.0,3.408453020454515
259,BOON LAY DR,640259,0,432.08818530531164,17,0,815.8013103556627,16689.02847695121,6,17,7.0,1.522679407407198
259,BT BATOK EAST AVE 4,650259,0,461.732756685535,62,0,1152.1284620437837,11756.054487339761,3,10,46.0,9.66157120428862
259,BT PANJANG RING RD,671259,1,196.73950464407147,47,0,1279.8406362995818,12195.414459554435,7,13,39.0,3.432904987408527
259,JURONG EAST ST 24,600259,1,190.54607083232935,37,0,834.5931248137218,13453.834791052413,6,16,40.0,2.000228311974272
259,KIM KEAT AVE,310259,1,198.15135059531718,49,0,1127.7549155667352,3401.9940848039423,4,21,12.0,0.0
259,TAMPINES ST 21,520259,1,384.4489975462824,21,0,530.2154943173438,10662.08855917734,5,22,10.0,1.30942962885869
259,YISHUN ST 22,760259,4,172.83343599534138,124,0,754.1928827701646,14682.329468932987,6,16,29.0,0.835156645226504
259A,COMPASSVALE RD,541259,2,129.39291424855296,108,1,281.1135927327697,10389.340352035511,6,27,37.0,2.389717231096551
259A,PUNGGOL FIELD,821259,2,68.30263521790043,24,0,730.363612438471,11403.768830969899,5,23,37.0,1.27673566617017
259B,COMPASSVALE RD,542259,2,195.414946952094,108,1,329.3579003846131,10412.04186098667,10,28,37.0,2.389717231096551
259B,PUNGGOL FIELD,822259,2,73.85452920377774,29,0,763.9309339181464,11400.607381216978,5,23,37.0,1.17440931014477
259C,COMPASSVALE RD,543259,2,278.41157423816145,110,1,344.2895481349743,10381.42971583934,14,27,37.0,2.300539196038106
259C,PUNGGOL FIELD,823259,2,147.77238204792943,23,0,712.8715723646038,11483.01211795404,4,22,37.0,1.58356843562825
26,BENDEMEER RD,330026,1,139.72500204183376,45,1,182.66457003583105,1582.8692917201831,7,10,38.0,0.488484617952716
26,CHAI CHEE RD,460026,4,58.929361290731684,48,0,711.9389637531829,6460.34580651743,5,15,21.0,0.919204675784496
26,DOVER CRES,130026,1,127.99946070550739,23,0,689.0482248986435,7494.217518971497,2,11,13.0,0.0
26,GHIM MOH LINK,270026,5,62.92145991262444,95,0,533.231799926833,7197.19506904767,3,10,13.0,0.843143418048412
26,JLN BERSEH,200026,2,198.4771508173039,189,1,269.32204224934395,443.71041540096155,3,8,17.0,2.007983945689413
26,JLN KLINIK,160026,4,153.102049160593,141,1,270.73564176650046,1926.1306035945704,7,13,15.0,0.207037007803478
26,MARSILING DR,730026,0,1036.3861176477103,2,0,1048.8775247898343,17806.378843057217,4,8,90.0,0.686665372687506
26,NEW UPP CHANGI RD,462026,3,305.6320208107981,57,0,475.1705805709815,7579.152482218034,7,19,6.0,2.071160644970296
26,TANGLIN HALT RD,141026,0,476.70668819615014,28,0,506.35394349361326,5291.967991209219,4,7,20.0,0.0
26,TECK WHYE LANE,680026,2,200.16421736203293,23,0,662.6468461498821,13707.637318755273,5,21,27.0,0.411278779407745
26,TELOK BLANGAH CRES,90026,1,132.8030697778704,39,0,1208.5556442115262,2519.853126481218,2,11,15.0,15.843302676247008
26,TIONG BAHRU RD,164026,1,195.5592308026251,133,0,428.1520069229581,1573.5364376148607,5,12,15.0,0.0
26,TOA PAYOH EAST,310026,1,112.31150408671955,49,0,1030.983809035428,3307.9311028351835,4,21,12.0,0.0
26A,JLN MEMBINA,162026,2,70.03662429959394,136,1,362.2481200002137,1967.8939442584326,5,13,15.0,0.0
26B,JLN MEMBINA,165026,1,50.601198436530765,58,1,377.8483131714542,2014.7140336412483,4,13,15.0,0.0
26C,JLN MEMBINA,166026,1,45.51499955887865,67,0,430.09561397170415,2034.8063117481872,4,14,15.0,0.0
26D,JLN MEMBINA,167026,1,73.60065479670658,63,0,495.7503702020364,2002.05828321719,3,14,15.0,0.0
260,BISHAN ST 22,570260,1,314.38650575158647,55,0,1170.6511399180652,6391.717299602873,2,21,2.0,1.646259613025024
260,BOON LAY DR,640260,0,508.38787538804974,17,0,750.3692415922445,16729.77627000169,5,16,7.0,1.25677380060176
260,BT BATOK EAST AVE 4,650260,0,417.61090060817924,70,0,1072.290450260168,11832.292826551173,4,11,46.0,5.31872253278884
260,JURONG EAST ST 24,600260,1,169.0978723189697,37,0,861.9644370326241,13396.927196186545,8,16,40.0,1.909642817012735
260,TAMPINES ST 21,520260,1,349.26608345356595,33,0,532.7927515290174,10643.851031097744,6,22,10.0,1.184861735473786
260,YISHUN ST 22,760260,4,198.83040781948566,137,0,819.1075045461049,14732.990099978984,4,15,29.0,0.820079075086087
260A,ANG MO KIO ST 21,561260,1,348.2227898131391,20,0,1717.8894241194405,7655.998575267771,4,15,2.0,6.405226384073821
260A,PUNGGOL WAY,821260,2,71.95937884686764,22,0,607.7397437207966,11539.285718062401,3,22,37.0,1.257837458636096
260A,SENGKANG EAST WAY,541260,2,133.02537477200462,156,1,160.1860385354165,10270.102362746853,6,27,37.0,1.93312630124239
260B,ANG MO KIO ST 21,562260,1,342.4225047702661,20,0,1740.2093667812237,7616.899303794382,4,15,2.0,7.588818077712867
260B,PUNGGOL WAY,822260,2,78.613050637437,22,0,637.6630171623954,11540.681473692832,3,23,37.0,1.291312933573302
260B,SENGKANG EAST WAY,542260,2,158.37388385343178,173,1,216.468992106924,10313.489550411787,5,27,37.0,2.02405896837897
260C,PUNGGOL WAY,823260,2,49.550883483189644,22,0,634.6579126276977,11580.891195955357,6,22,37.0,1.132193089974212
260C,SENGKANG EAST WAY,543260,2,103.38574883675497,172,1,269.602449248541,10370.933126884118,6,27,37.0,2.21998348119451
260D,SENGKANG EAST WAY,544260,2,49.922142724181725,178,1,305.74169647533756,10416.344172486406,6,28,37.0,2.389717231096551
261,BISHAN ST 22,570261,1,201.2478991691028,38,0,1047.9585801614069,6300.2868065414295,6,20,2.0,2.071624347431967
261,BOON LAY DR,640261,0,511.3847010901111,17,0,799.0580337276905,16767.15169291899,5,16,7.0,1.090681577827979
261,BT BATOK EAST AVE 4,650261,1,369.00743858308806,77,0,1041.305332231125,11834.735560365762,5,11,46.0,3.713273527517811
261,JURONG EAST ST 24,600261,2,249.43389225297952,32,0,900.1394663323505,13417.496975857053,7,16,40.0,2.273538568035569
261,SERANGOON CTRL DR,550261,4,148.0767400210547,76,1,382.6073892029452,5515.586373938406,7,16,42.0,2.105452573720668
261,TAMPINES ST 21,520261,2,246.12951724488954,81,0,458.4835846734018,10706.191504077802,5,22,10.0,1.484201073891145
261,TOA PAYOH EAST,310261,1,283.47932910985617,46,0,866.1917199581095,3363.8400827356104,8,21,12.0,1.073078655511997
261,YISHUN ST 22,760261,3,142.53478061265972,84,0,762.368858956307,14723.196925408693,6,16,29.0,2.057874275985805
261A,PUNGGOL WAY,821261,2,60.55437585795234,32,0,583.2472138699042,11671.505971244806,6,20,37.0,1.451520028650547
261A,SENGKANG EAST WAY,541261,2,198.4763927367701,172,1,290.77104587430694,10334.883144056408,6,26,37.0,1.878718968035757
261B,PUNGGOL WAY,822261,2,75.23037303401081,32,0,640.039610236374,11665.76684867852,6,20,37.0,1.670332279975974
261B,SENGKANG EAST WAY,542261,2,172.52500496555885,172,1,238.79949601619367,10267.71105574018,5,27,37.0,1.681828730503939
261C,PUNGGOL WAY,823261,2,45.642272018482494,32,0,634.5727212225593,11622.847769901253,6,21,37.0,1.292857816068715
261C,SENGKANG EAST WAY,543261,2,136.16089756274275,173,1,191.6981129464413,10267.458641875453,4,27,37.0,1.821787993125708
261D,SENGKANG EAST WAY,544261,2,175.68140583723132,173,1,231.7677964340426,10301.373948948894,4,26,37.0,1.893946080253746
262,BISHAN ST 22,570262,1,258.1382452571684,43,0,1113.799324684496,6344.38388676757,3,20,2.0,1.185520081188982
262,BOON LAY DR,640262,0,569.1040612381119,17,0,710.7780005475413,16780.610194911198,5,16,7.0,0.593218601303934
262,BT BATOK EAST AVE 4,650262,0,411.1422252304363,77,0,1100.4852056490274,11787.24699918812,5,11,46.0,7.038027000282281
262,JURONG EAST ST 24,600262,2,272.3003040565299,32,0,967.6458664753111,13328.477818111582,8,15,40.0,2.289115325346888
262,SERANGOON CTRL DR,550262,4,63.49828913353354,202,1,293.5993136010593,5420.901112704798,5,15,42.0,1.216438390462339
262,TAMPINES ST 21,520262,2,229.3899127620736,82,0,488.5181219130346,10675.23748352658,5,22,10.0,1.1699940464715
262,TOA PAYOH EAST,310262,1,230.01258699673863,57,0,905.3405358495577,3332.1115861774365,8,21,12.0,0.810639820523939
262,WATERLOO ST,180262,1,142.86658314153075,358,2,167.65892699763484,191.92081779117981,4,5,17.0,1.562390730290377
262,YISHUN ST 22,760262,3,178.0768085089829,98,0,840.0337252588521,14767.557617283619,4,15,29.0,1.323014381119631
262A,COMPASSVALE ST,541262,2,144.56584017054942,130,0,429.5537314560239,10504.280464623922,6,27,37.0,2.388372095439813
262B,COMPASSVALE ST,542262,2,69.44430567769103,133,1,376.47793499833585,10474.186440968784,5,28,37.0,2.389717231096551
262C,COMPASSVALE ST,543262,2,108.6832323351506,177,1,320.70506678001425,10406.463555364771,5,27,37.0,2.243943820690019
262D,COMPASSVALE ST,544262,2,136.76956063580505,172,1,287.1680490283465,10367.26223359044,4,26,37.0,2.109640934837723
263,BISHAN ST 22,570263,1,227.99227794372683,70,0,1084.2859497564336,6307.545206036386,3,20,2.0,0.91500471577714
263,BOON LAY DR,640263,0,563.2621771780762,15,0,724.3933975341752,16843.004233222375,5,16,7.0,0.145657051189405
263,BT BATOK EAST AVE 4,650263,1,365.8083719297372,77,0,1068.7833710460193,11794.748620376095,5,11,46.0,5.544529259720823
263,JURONG EAST ST 24,600263,3,331.32796461187075,21,0,1008.2224990939999,13271.459754501284,7,15,40.0,2.278494940210629
263,SERANGOON CTRL DR,550263,4,87.02049361893563,202,1,364.4132442567703,5489.813234945932,6,15,42.0,2.075716933394684
263,TAMPINES ST 21,520263,2,208.2069135706587,82,0,502.53837893335503,10666.135243952316,5,22,10.0,0.788802358830561
263,TOA PAYOH EAST,310263,1,234.52059885378048,56,0,884.8691613997391,3304.853694677568,8,21,12.0,0.803105906235522
263,WATERLOO ST,180263,1,189.2176266498132,449,2,211.39039153605043,161.14804044523748,4,5,17.0,1.101088348767407
263,YISHUN ST 22,760263,3,167.63655817578396,98,0,872.1425087487532,14810.367280808912,4,15,29.0,1.822338196047587
264,BISHAN ST 24,570264,1,248.94093310009603,75,0,1098.1660443286255,6294.744121582733,3,19,2.0,0.88807649629022
264,BOON LAY DR,640264,0,488.90094295231296,17,0,831.3671275580166,16891.219033303612,5,16,7.0,0.004180413221393
264,BT BATOK EAST AVE 4,650264,1,330.05661921000757,86,0,1058.5536319970506,11781.110667942095,4,11,46.0,5.227388414392458
264,JURONG EAST ST 24,600264,2,305.4921394373631,17,0,1020.9591116611534,13259.795175093177,8,15,40.0,2.323040375889792
264,TAMPINES ST 21,520264,2,219.44936180168122,82,0,539.2963988623565,10637.926065767535,5,22,10.0,0.580909526538875
264,TOA PAYOH EAST,310264,1,241.32881760702173,37,0,860.9298191217988,3248.9779009835825,6,21,12.0,0.535057778507823
264,WATERLOO ST,180264,1,204.42926994779364,445,2,212.09124201925007,187.4832213004244,4,5,17.0,1.032088092742532
264,YISHUN ST 22,760264,3,103.42811451721394,84,0,810.5705404829982,14786.509641547585,5,15,29.0,3.163220626554939
264A,COMPASSVALE BOW,541264,2,97.85183377824269,42,0,455.51857413287115,9057.45373076679,8,27,23.0,4.366789997268321
264A,PUNGGOL WAY,821264,1,201.2722989086897,105,0,423.245032619878,11724.232741879292,8,21,37.0,2.269601629644192
264B,COMPASSVALE BOW,542264,2,95.49024582973152,42,0,419.411818068362,9062.052545585831,8,27,23.0,3.899082969526432
264C,COMPASSVALE BOW,543264,2,113.44425578281295,42,1,373.29558763627807,9065.282371592833,8,26,23.0,2.916745065460412
264D,COMPASSVALE BOW,544264,2,130.92599505825646,42,1,346.82291933459345,9066.22295461648,8,26,23.0,2.472064397576149
264E,COMPASSVALE BOW,548264,2,173.86189034573033,42,1,297.44496399691155,9061.813044040893,7,26,23.0,1.943032260656352
264F,COMPASSVALE BOW,540264,2,189.56918419988898,42,1,264.05458481858767,9057.030398931307,6,26,23.0,1.811970577302954
265,BISHAN ST 24,570265,1,223.97120066034802,70,0,1066.1276925741358,6255.884948845634,3,20,2.0,0.88807649629022
265,BOON LAY DR,640265,0,493.32966863742763,15,0,784.5054995666235,16901.647595189625,5,16,7.0,0.0
265,BT BATOK EAST AVE 4,650265,0,404.2106236516095,72,0,1150.7047481741063,11703.84251001126,3,9,46.0,11.037864343203527
265,TAMPINES ST 21,520265,2,327.52000408462914,68,0,574.0557630402265,10531.335378166665,5,22,10.0,0.861003405701231
265,TOH GUAN RD,600265,0,646.7283252004161,29,0,877.5028323773146,12802.54422966874,5,12,40.0,2.012101906586009
265,YISHUN ST 22,760265,3,128.01772691712813,107,0,883.9609099333821,14856.570955881847,5,15,29.0,3.502329020829982
265A,COMPASSVALE LINK,541265,2,186.08498207854896,42,1,249.31383210260708,9117.12640171831,5,26,23.0,2.038903376856247
265A,PUNGGOL WAY,821265,1,212.33230968041553,107,1,393.5027609233394,11696.840490188677,8,21,37.0,2.171560705489575
265B,COMPASSVALE LINK,542265,2,144.22669908064245,42,1,302.8734640142546,9120.424532475676,6,27,23.0,1.800541816691534
265B,PUNGGOL WAY,822265,1,205.9353606259176,107,1,386.21940784843076,11645.679179442599,8,21,37.0,2.044975200501596
265C,COMPASSVALE LINK,543265,2,118.73265150065487,42,1,328.4865033348249,9123.733298069315,8,27,23.0,1.806218176294535
265C,PUNGGOL WAY,823265,2,194.0866653513253,34,1,398.5595606905588,11619.639547346549,8,21,37.0,1.86803133010945
265D,COMPASSVALE BOW,544265,2,66.898368671488,42,1,382.02830069335715,9127.49931264203,8,27,23.0,2.123887669583118
265D,PUNGGOL WAY,824265,2,176.78809356723465,32,0,420.69641572744007,11594.587168946215,8,23,37.0,1.821656097688164
265E,COMPASSVALE BOW,548265,2,42.81346428983329,42,0,407.6096902790717,9131.035669822926,8,27,23.0,2.385645346817751
266,BISHAN ST 24,570266,1,204.38321091934398,65,0,1033.724911105107,6214.62699279919,4,20,2.0,0.88807649629022
266,BOON LAY DR,640266,0,437.98334555372236,15,0,829.547268631102,16950.460043028274,5,16,7.0,0.0
266,BT BATOK EAST AVE 4,650266,1,378.4240579550992,81,0,1163.6377428629817,11656.501617910048,3,7,56.0,11.615799637340192
266,PASIR RIS ST 21,510266,2,87.14826483753718,41,0,1505.5989737841228,12619.954326310959,5,13,16.0,1.065163737777601
266,TAMPINES ST 21,520266,2,349.5355696108998,68,0,585.1553718941602,10503.766819879216,6,22,10.0,1.282270985635062
