blk_no,street,Postcode,p_sup400,p_supDist,p_fd400,p_mrt400,p_mrtDist,p_cbdDist,p_psc400,p_sch2km,p_pri2km,p_grn400
362,TAMPINES ST 34,520362,89,49,87,100,61,59,68,52,26,83
362,WOODLANDS AVE 5,730362,78,34,48,50,18,90,88,42,63,64
362,YISHUN RING RD,760362,89,62,90,100,83,75,80,46,41,50
362,YUNG AN RD,610362,89,16,87,100,71,81,64,62,12,52
362A,SEMBAWANG CRES,751362,89,59,89,100,54,91,57,62,59,69
362B,SEMBAWANG CRES,752362,89,74,86,100,61,91,57,62,59,70
362C,SEMBAWANG CRES,753362,89,74,86,100,63,91,60,62,59,69
363,BT BATOK ST 31,650363,67,41,65,75,17,71,72,65,57,100
363,CLEMENTI AVE 2,120363,56,60,75,100,28,38,76,62,9,56
363,HOUGANG AVE 5,530363,89,62,68,100,29,31,68,46,34,48
363,TAMPINES ST 34,520363,89,19,88,100,53,58,68,42,26,83
363,WOODLANDS AVE 5,730363,78,18,48,50,13,90,88,42,63,69
363,YISHUN RING RD,760363,89,65,96,100,84,75,76,46,41,79
363,YUNG AN RD,610363,89,23,84,100,67,81,64,62,12,52
363A,SEMBAWANG CRES,751363,100,87,83,100,57,90,44,62,59,72
363B,SEMBAWANG CRES,752363,100,88,83,100,63,90,44,62,59,70
364,BT BATOK ST 31,650364,67,35,65,75,16,71,72,65,57,100
364,CLEMENTI AVE 2,120364,56,55,75,100,29,38,76,62,9,56
364,TAMPINES ST 34,520364,78,59,88,100,45,58,64,46,26,83
364,WOODLANDS AVE 5,730364,78,10,45,50,8,90,88,39,63,83
364,YISHUN RING RD,760364,89,49,96,100,81,75,72,46,41,45
364A,UPP SERANGOON RD,531364,78,61,68,100,31,31,64,42,34,50
364B,UPP SERANGOON RD,532364,89,69,71,100,36,31,64,42,34,50
365,BT BATOK ST 31,650365,67,53,66,100,24,71,68,65,57,100
365,CLEMENTI AVE 2,120365,67,48,88,100,42,37,88,55,9,61
365,CORPORATION DR,610365,89,55,89,100,56,82,60,62,12,47
365,TAMPINES ST 34,520365,78,71,87,100,52,59,64,49,26,83
365,WOODLANDS AVE 5,730365,78,16,41,50,4,89,84,36,63,100
365,YISHUN RING RD,760365,89,62,96,100,84,75,76,46,41,67
365A,SEMBAWANG CRES,751365,100,93,91,100,48,88,44,62,59,50
365A,UPP SERANGOON RD,531365,100,85,78,100,44,31,72,49,34,50
365B,SEMBAWANG CRES,752365,100,93,91,100,47,88,48,62,59,51
365B,UPP SERANGOON RD,532365,100,81,82,100,44,30,72,49,34,50
365C,SEMBAWANG CRES,753365,100,96,91,100,55,87,48,62,59,50
365C,UPP SERANGOON RD,533365,100,78,81,100,40,30,68,49,34,50
365D,UPP SERANGOON RD,537365,89,70,74,100,33,31,68,46,34,49
366,BT BATOK ST 31,650366,67,37,65,75,18,71,76,65,57,100
366,CLEMENTI AVE 2,120366,78,29,95,100,59,36,96,52,9,76
366,CORPORATION DR,610366,89,61,89,100,55,82,64,55,12,44
366,TAMPINES ST 34,520366,89,75,87,100,60,59,68,49,26,83
366,WOODLANDS AVE 5,730366,78,23,46,50,8,89,84,39,63,100
366,YISHUN RING RD,760366,100,78,96,100,88,75,76,46,41,91
366A,SEMBAWANG CRES,751366,100,97,87,100,56,88,48,59,59,50
366B,SEMBAWANG CRES,752366,100,97,85,100,56,88,36,59,59,50
367,BT BATOK ST 31,650367,67,21,65,75,11,70,76,65,57,100
367,CLEMENTI AVE 2,120367,78,18,94,100,57,36,100,55,9,76
367,CORPORATION DR,610367,89,61,89,100,59,82,64,52,12,44
367,TAMPINES ST 34,520367,89,64,92,100,53,59,76,49,26,83
367,WOODLANDS AVE 5,730367,78,24,48,50,13,89,88,39,63,79
367,YISHUN RING RD,760367,89,58,96,100,84,76,76,46,41,65
367A,TAMPINES ST 34,521367,78,60,88,100,44,58,68,46,26,83
368,BT BATOK ST 31,650368,67,13,69,75,5,69,84,55,57,18
368,CORPORATION DR,610368,89,48,89,100,61,82,64,59,12,44
368,TAMPINES ST 34,520368,89,73,99,100,61,60,88,49,26,83
368,WOODLANDS AVE 1,730368,78,40,54,75,17,88,88,39,63,93
369,BT BATOK ST 31,650369,67,7,68,75,3,69,84,55,57,15
369,TAMPINES ST 34,520369,89,47,99,100,52,59,84,49,26,83
369,WOODLANDS AVE 1,730369,78,31,54,50,11,89,88,39,63,100
369,YUNG AN RD,610369,89,36,84,100,64,82,64,59,12,48
37,BEDOK STH AVE 2,460037,89,61,84,100,73,32,88,55,10,46
37,CAMBRIDGE RD,210037,89,22,83,100,57,3,100,59,18,91
37,CHAI CHEE AVE,461037,67,35,65,100,26,23,72,52,31,72
37,CIRCUIT RD,370037,78,14,88,50,19,9,84,68,49,99
37,JLN RUMAH TINGGI,150037,89,62,84,100,56,12,84,68,91,23
37,LIM LIAK ST,160037,89,15,56,100,21,3,80,65,25,100
37,LOR 5 TOA PAYOH,310037,89,59,80,100,75,10,68,36,20,69
37,MARSILING DR,730037,100,100,95,100,94,100,96,81,88,81
37,TANGLIN HALT RD,140037,100,88,94,100,34,18,84,81,30,86
37,TEBAN GDNS RD,600037,89,1,97,100,93,61,84,94,71,19
37,TELOK BLANGAH RISE,90037,89,57,91,100,64,5,96,75,25,2
370,BT BATOK ST 31,650370,67,21,65,75,12,70,80,65,57,100
370,HOUGANG ST 31,530370,100,91,85,100,47,24,80,46,2,100
370,TAMPINES ST 34,520370,89,48,93,100,42,58,72,46,26,83
370,WOODLANDS AVE 1,730370,78,54,89,75,20,88,88,39,63,98
371,BT BATOK ST 31,650371,67,1,68,75,2,69,84,62,57,43
371,CLEMENTI AVE 4,120371,67,52,77,100,53,41,76,65,9,50
371,HOUGANG ST 31,530371,100,85,87,100,50,24,76,46,2,100
371,JURONG EAST ST 32,600371,89,61,90,100,49,78,88,55,12,84
371,TAMPINES ST 34,520371,78,62,88,100,26,56,72,42,26,92
371,WOODLANDS AVE 1,730371,89,58,92,100,25,88,88,42,63,97
372,BT BATOK ST 31,650372,67,6,68,75,1,68,88,62,57,17
372,CLEMENTI AVE 4,120372,67,49,80,100,43,41,68,65,9,46
372,HOUGANG ST 31,530372,89,76,84,100,51,23,68,49,34,100
372,JURONG EAST ST 32,600372,89,68,90,100,54,78,88,55,12,86
372,TAMPINES ST 34,520372,78,60,88,75,19,56,72,39,26,100
373,CLEMENTI AVE 4,120373,89,50,82,100,38,41,68,68,9,38
373,HOUGANG ST 31,530373,89,77,84,100,49,23,72,49,34,100
373,TAMPINES ST 34,520373,89,38,88,100,27,56,68,39,26,91
374,BT BATOK ST 31,650374,67,11,73,75,2,68,80,59,57,60
374,CLEMENTI AVE 4,120374,89,51,85,100,32,41,68,65,9,42
374,HOUGANG ST 31,530374,100,86,84,100,44,23,72,49,34,100
374,TAMPINES ST 34,520374,78,51,88,100,25,56,68,39,26,93
375,BT BATOK ST 31,650375,67,3,70,75,5,69,80,59,57,96
375,CLEMENTI AVE 4,120375,89,51,78,100,23,41,68,65,9,53
375,HOUGANG ST 31,530375,100,90,84,100,43,23,76,46,2,100
376,CLEMENTI AVE 4,120376,89,48,57,75,18,41,68,65,9,54
376A,HOUGANG ST 32,531376,78,7,92,100,69,25,80,52,34,100
376B,HOUGANG ST 32,532376,78,19,92,100,64,25,84,49,34,99
376C,HOUGANG ST 32,533376,78,19,92,100,64,25,80,49,34,97
377,BT BATOK ST 31,650377,67,2,68,75,4,69,80,62,57,83
377,CLEMENTI AVE 5,120377,89,13,84,100,22,40,76,65,9,100
377A,HOUGANG ST 32,531377,78,6,92,100,74,25,88,59,34,100
377B,HOUGANG ST 32,532377,89,9,95,100,79,24,88,62,34,100
378,CLEMENTI AVE 5,120378,89,27,60,75,16,40,76,65,9,94
379,CLEMENTI AVE 5,120379,89,16,78,100,25,40,76,65,9,92
38,BEDOK STH RD,460038,100,88,99,100,81,31,84,55,10,42
38,BEO CRES,160038,67,3,50,75,8,5,72,65,25,51
38,CAMBRIDGE RD,210038,89,17,82,100,54,3,96,59,18,91
38,CIRCUIT RD,370038,78,9,90,75,14,9,88,68,49,99
38,JLN BAHAGIA,320038,67,51,87,100,78,7,72,55,20,94
38,JLN RUMAH TINGGI,150038,89,53,85,100,63,12,84,68,91,18
38,KIM PONG RD,161038,89,15,55,100,22,3,80,65,25,100
38,LOR 5 TOA PAYOH,310038,100,80,73,100,69,10,72,36,20,56
38,TANGLIN HALT RD,140038,100,91,91,100,37,17,84,81,30,100
38,TEBAN GDNS RD,600038,89,4,97,100,91,61,80,94,71,20
38,TELOK BLANGAH RISE,90038,89,75,94,100,60,5,96,78,25,1
38,UPP BOON KENG RD,380038,100,93,97,100,27,3,96,62,49,60
38A,BENDEMEER RD,331038,78,68,82,100,40,4,84,59,75,64
38B,BENDEMEER RD,332038,89,69,80,100,41,4,84,62,75,62
38C,BENDEMEER RD,333038,89,75,75,100,40,4,76,62,75,65
38D,BENDEMEER RD,334038,100,79,78,100,40,4,72,62,75,61
380,CLEMENTI AVE 5,120380,89,26,78,100,26,40,68,65,9,75
381,CLEMENTI AVE 5,120381,89,18,85,100,32,40,76,65,9,86
381,TAMPINES ST 32,520381,89,13,88,100,36,55,64,49,26,76
382,TAMPINES ST 32,520382,89,17,88,100,33,55,64,49,26,76
383,BT BATOK WEST AVE 5,650383,78,26,87,75,20,69,84,52,57,8
383,TAMPINES ST 32,520383,89,31,88,100,28,54,60,49,26,75
384,BT BATOK WEST AVE 5,650384,89,11,91,100,27,69,84,55,57,10
384,TAMPINES ST 32,520384,89,37,89,100,26,54,64,49,26,75
385,BT BATOK WEST AVE 5,650385,89,3,90,100,34,69,84,59,67,13
385,TAMPINES ST 32,520385,89,26,88,100,27,55,68,39,26,86
386,BT BATOK WEST AVE 5,650386,89,4,90,100,40,69,88,62,67,15
386,TAMPINES ST 32,520386,89,10,88,100,35,56,64,39,26,82
386,YISHUN RING RD,760386,100,86,91,100,90,75,64,52,41,97
387,BT BATOK WEST AVE 5,650387,89,12,91,100,51,70,88,65,39,29
387,TAMPINES ST 32,520387,89,24,88,100,28,56,68,39,26,90
387,YISHUN RING RD,760387,100,92,91,100,92,75,72,59,41,100
388,BT BATOK WEST AVE 5,650388,89,9,91,100,50,70,88,62,39,34
388,TAMPINES ST 32,520388,89,35,88,100,23,55,68,39,26,91
388,YISHUN RING RD,760388,100,88,91,100,92,75,64,55,41,96
389,BT BATOK WEST AVE 5,650389,89,20,91,100,56,70,88,62,39,57
389,TAMPINES ST 32,520389,89,44,88,75,19,54,68,42,26,87
389,YISHUN AVE 6,760389,100,93,92,100,94,75,72,59,41,97
39,BEDOK STH RD,460039,89,73,89,100,76,32,84,55,10,46
39,CAMBRIDGE RD,210039,89,18,82,100,52,3,96,59,18,91
39,CIRCUIT RD,370039,78,14,90,75,10,8,92,68,49,99
39,JLN TIGA,390039,89,2,90,75,14,4,84,71,49,100
39,JLN BAHAGIA,320039,78,63,85,100,81,7,68,55,20,94
39,JLN RUMAH TINGGI,151039,89,59,88,100,60,12,84,68,91,18
39,TEBAN GDNS RD,600039,89,8,96,100,90,61,80,94,71,21
39,TELOK BLANGAH RISE,90039,89,76,94,100,54,5,96,75,25,1
39,UPP BOON KENG RD,380039,100,90,94,100,21,4,96,59,49,63
39A,BENDEMEER RD,331039,89,56,83,100,35,4,84,59,75,65
390,BT BATOK WEST AVE 5,650390,89,22,91,100,57,70,88,62,39,46
390,TAMPINES AVE 7,520390,89,64,88,75,14,55,72,39,26,100
390,YISHUN AVE 6,760390,100,90,95,100,95,75,72,62,41,73
391,BT BATOK WEST AVE 5,650391,89,39,95,100,62,70,88,59,39,63
391,TAMPINES AVE 7,520391,89,49,88,75,18,55,72,39,26,100
391,YISHUN AVE 6,760391,100,94,95,100,96,75,84,65,41,70
392,BT BATOK WEST AVE 5,650392,89,48,95,100,63,70,92,52,39,52
392,TAMPINES AVE 7,520392,89,56,88,75,14,54,72,39,26,94
392,YISHUN AVE 6,760392,100,88,95,100,96,75,80,62,41,35
393,BT BATOK WEST AVE 5,650393,89,59,95,100,68,70,96,49,39,92
393,TAMPINES AVE 7,520393,89,72,88,75,9,54,68,42,26,98
393,YISHUN AVE 6,760393,100,81,95,100,95,75,72,62,41,31
394,BT BATOK WEST AVE 5,650394,89,53,95,100,67,71,92,52,39,99
394,TAMPINES AVE 7,520394,89,75,87,75,4,53,76,42,26,85
394,YISHUN AVE 6,760394,100,85,95,100,94,75,72,59,41,54
395,BT BATOK WEST AVE 5,650395,89,48,95,100,66,71,92,55,39,100
395,TAMPINES AVE 7,520395,100,82,98,75,3,53,76,39,26,80
395,YISHUN RING RD,760395,100,83,91,100,92,75,64,55,41,84
396,TAMPINES AVE 7,520396,100,81,99,75,5,53,76,39,26,89
396,YISHUN AVE 6,760396,89,74,89,100,91,75,68,55,41,63
397,YISHUN AVE 6,760397,78,64,87,100,93,74,68,55,41,47
398,YISHUN RING RD,760398,78,60,75,100,90,74,64,49,41,58
399,YISHUN AVE 6,760399,78,54,75,100,92,74,68,55,41,53
4,BEDOK STH AVE 1,460004,67,45,84,100,22,27,72,42,10,38
4,BOON KENG RD,330004,100,95,83,100,24,3,76,71,54,84
4,CHANGI VILLAGE RD,500004,100,100,81,100,100,89,100,100,100,13
4,DELTA AVE,161004,67,15,83,100,45,6,76,65,25,100
4,EVERTON PK,80004,89,64,32,75,13,1,72,81,25,60
4,GHIM MOH RD,270004,89,67,91,100,53,25,92,78,21,58
4,HAIG RD,430004,89,55,72,100,64,9,84,59,15,78
4,HOLLAND CL,271004,56,45,68,100,24,21,76,75,21,49
4,JLN BT HO SWEE,162004,89,70,81,100,30,3,88,65,25,100
4,JLN BATU,431004,100,98,97,100,33,4,88,75,49,46
4,JOO CHIAT RD,420004,67,1,56,100,51,10,88,59,15,87
4,LOR LEW LIAN,531004,89,72,87,75,14,16,72,52,60,99
4,LOR 7 TOA PAYOH,310004,78,1,81,100,76,12,88,33,20,43
4,MARINE TER,440004,89,48,90,100,99,18,96,68,15,6
4,QUEEN'S RD,260004,100,96,98,75,2,18,84,84,23,93
4,SAGO LANE,50004,78,1,7,50,10,1,96,88,42,31
4,TECK WHYE AVE,680004,78,20,82,100,78,77,80,33,39,72
4,TG PAGAR PLAZA,81004,45,2,6,75,16,1,64,94,86,50
4,TOH YI DR,590004,78,46,87,75,14,42,88,91,5,100
4,UPP ALJUNIED LANE,360004,67,2,86,100,69,10,84,55,60,51
4A,BOON TIONG RD,164004,100,79,75,100,44,2,76,68,25,100
4B,BOON TIONG RD,165004,89,68,75,100,38,3,88,68,25,100
4C,ST. GEORGE'S LANE,322004,89,22,86,75,12,5,76,68,20,96
40,BEDOK STH RD,460040,100,79,92,100,77,32,84,55,10,46
40,BEO CRES,160040,67,10,50,75,13,5,72,65,25,69
40,CAMBRIDGE RD,210040,89,11,89,100,56,3,88,65,18,91
40,CHAI CHEE AVE,461040,78,50,62,100,26,23,72,49,31,52
40,CIRCUIT RD,370040,78,16,89,50,15,9,88,68,49,99
40,HOLLAND DR,270040,78,42,73,50,13,21,68,81,21,14
40,JLN RUMAH TINGGI,151040,89,68,86,100,54,12,88,65,91,18
40,JLN BAHAGIA,320040,78,64,85,100,81,7,68,55,20,94
40,SIMS DR,380040,100,85,91,100,50,4,100,65,49,83
40,TANGLIN HALT RD,143040,100,85,94,100,31,18,84,81,30,100
40,TEBAN GDNS RD,600040,89,11,96,100,90,61,84,94,71,20
40,TELOK BLANGAH RISE,90040,89,57,96,100,59,5,92,75,25,1
40B,MARGARET DR,142040,100,81,97,75,5,14,80,81,97,56
401,ADMIRALTY LINK,750401,78,30,91,100,58,97,68,75,59,52
401,ANG MO KIO AVE 10,560401,100,94,80,100,83,21,96,36,13,98
401,BEDOK NTH AVE 3,460401,78,70,89,100,47,30,80,55,31,78
401,CHOA CHU KANG AVE 3,680401,78,31,93,100,64,82,57,62,39,91
401,FAJAR RD,670401,100,78,96,100,65,66,76,49,55,60
401,HOUGANG AVE 10,530401,100,86,93,100,48,34,68,39,34,8
401,JURONG WEST ST 42,640401,89,56,91,100,78,85,72,65,12,100
401,PANDAN GDNS,600401,100,100,96,100,97,54,96,81,9,49
401,SERANGOON AVE 1,550401,100,91,97,75,19,14,76,49,60,77
401,SIN MING AVE,570401,89,47,99,100,97,24,76,68,4,40
401,TAMPINES ST 41,520401,78,23,57,75,11,47,92,36,17,5
401,WOODLANDS ST 41,730401,78,16,82,75,9,93,72,78,76,100
401,YISHUN AVE 6,760401,78,40,76,100,92,74,64,52,41,53
402,ADMIRALTY LINK,750402,78,33,91,100,55,97,68,71,59,52
402,ANG MO KIO AVE 10,560402,100,91,80,100,80,22,92,36,13,99
402,BEDOK NTH AVE 3,460402,89,71,89,100,52,30,72,55,10,72
402,BT BATOK WEST AVE 7,650402,89,68,99,100,81,75,84,65,39,100
402,CHOA CHU KANG AVE 3,680402,78,15,93,100,69,82,52,62,39,93
402,FAJAR RD,670402,100,86,96,100,58,66,84,49,55,56
402,HOUGANG AVE 10,530402,100,78,76,100,42,33,64,39,34,10
402,JURONG WEST ST 42,640402,89,77,86,100,79,84,68,65,12,100
402,PANDAN GDNS,600402,100,99,96,100,96,55,88,84,9,45
402,SERANGOON AVE 1,550402,100,86,97,75,15,14,72,46,60,77
402,SIN MING AVE,570402,89,57,99,100,98,24,84,68,4,36
402,TAMPINES ST 41,520402,78,21,58,75,17,47,92,33,17,5
402,WOODLANDS ST 41,730402,78,18,82,75,8,94,72,81,88,100
402,YISHUN RING RD,760402,78,26,76,100,93,73,72,52,41,46
403,ADMIRALTY LINK,750403,67,25,87,100,53,97,57,75,59,52
403,ANG MO KIO AVE 10,560403,100,90,80,100,79,22,92,36,13,71
403,BEDOK NTH AVE 3,460403,89,74,76,100,61,30,64,52,10,72
403,BT BATOK WEST AVE 7,650403,89,48,99,100,80,75,84,65,39,100
403,CHOA CHU KANG AVE 3,680403,78,20,93,100,70,83,52,65,39,93
403,FAJAR RD,670403,100,81,97,100,57,67,80,49,55,28
403,HOUGANG AVE 10,530403,78,76,76,100,40,33,72,39,34,10
403,JURONG WEST ST 42,640403,89,65,92,100,80,85,76,65,12,100
403,PANDAN GDNS,600403,100,99,96,100,97,54,88,84,9,40
403,SERANGOON AVE 1,550403,100,87,97,75,18,14,76,42,60,77
403,SIN MING AVE,570403,89,33,99,100,98,24,84,65,4,13
403,TAMPINES ST 41,520403,78,33,58,75,15,47,96,33,17,4
403,WOODLANDS ST 41,730403,78,21,82,75,10,93,72,81,88,100
403,YISHUN AVE 6,760403,78,48,82,100,95,74,76,62,41,31
403A,FERNVALE LANE,791403,89,70,97,100,100,39,92,68,2,53
403B,FERNVALE LANE,792403,89,72,97,100,100,39,92,71,2,51
403C,FERNVALE LANE,793403,100,81,98,100,100,39,92,71,2,50
403D,FERNVALE LANE,794403,100,83,98,100,100,39,92,71,2,50
404,ADMIRALTY LINK,750404,67,13,87,100,47,96,57,71,59,52
404,ANG MO KIO AVE 10,560404,100,85,80,100,77,22,92,36,13,84
404,BEDOK NTH AVE 3,460404,89,77,74,100,57,30,60,52,10,72
404,BT BATOK WEST AVE 7,650404,89,35,97,100,80,75,88,62,39,100
404,CHOA CHU KANG AVE 3,680404,78,38,93,100,66,83,52,62,39,91
404,FAJAR RD,670404,89,76,73,100,53,67,80,49,55,36
404,HOUGANG AVE 10,530404,78,54,57,100,29,33,64,36,34,19
404,JURONG WEST ST 42,640404,100,82,98,100,82,84,80,65,12,100
404,PANDAN GDNS,600404,100,99,96,100,97,54,92,84,9,40
404,SERANGOON AVE 1,550404,100,77,49,50,12,15,72,42,60,77
404,SIN MING AVE,570404,89,17,99,100,97,24,88,65,4,11
404,TAMPINES ST 41,520404,78,48,57,75,14,47,96,39,17,3
404,WOODLANDS ST 41,730404,78,28,82,75,12,93,72,81,88,100
404,YISHUN AVE 6,760404,78,33,81,100,95,73,72,59,41,36
404A,FERNVALE LANE,791404,100,80,99,100,100,39,92,65,2,54
404B,FERNVALE LANE,792404,100,84,98,100,100,39,92,68,2,50
405,ADMIRALTY LINK,750405,67,15,87,100,47,96,52,71,59,52
405,ANG MO KIO AVE 10,560405,100,82,80,100,75,22,92,36,13,23
405,BEDOK NTH AVE 3,460405,100,79,74,100,53,30,64,52,10,72
405,BT BATOK WEST AVE 7,650405,89,25,97,100,80,75,88,62,39,100
405,CHOA CHU KANG AVE 3,680405,78,39,93,100,62,83,52,62,39,90
405,FAJAR RD,670405,89,72,75,100,52,68,80,49,55,17
405,HOUGANG AVE 10,530405,78,69,68,100,37,33,64,36,34,12
405,JURONG WEST ST 42,640405,89,71,95,100,83,85,84,65,12,100
405,PANDAN GDNS,600405,100,99,96,100,98,54,96,84,9,49
405,PASIR RIS DR 6,510405,100,87,99,100,58,63,84,62,26,15
405,SERANGOON AVE 1,550405,78,66,48,50,7,15,60,52,60,77
405,SIN MING AVE,570405,89,6,99,100,97,24,88,65,4,7
405,TAMPINES ST 41,520405,78,40,59,75,17,47,96,33,17,3
405,WOODLANDS ST 41,730405,78,35,82,75,15,93,76,81,88,100
405,YISHUN AVE 6,760405,78,59,86,100,97,73,80,62,41,31
405A,FERNVALE LANE,791405,78,73,78,100,100,39,92,65,2,54
405A,NORTHSHORE DR,821405,100,93,99,100,88,66,84,71,68,26
405B,FERNVALE LANE,792405,78,72,78,100,100,39,92,65,2,54
405B,NORTHSHORE DR,822405,100,96,99,100,89,67,88,71,68,51
405C,FERNVALE LANE,793405,78,66,78,100,100,40,96,68,2,51
406,ANG MO KIO AVE 10,560406,89,75,76,100,73,22,88,36,13,37
406,BEDOK NTH AVE 3,460406,100,78,75,100,52,30,64,49,10,72
406,BT BATOK WEST AVE 7,650406,89,27,93,100,76,75,84,65,39,100
406,CHOA CHU KANG AVE 3,680406,78,18,91,100,55,82,57,62,39,80
406,FAJAR RD,670406,100,78,97,100,58,68,84,49,55,16
406,HOUGANG AVE 10,530406,78,57,57,100,31,33,64,36,34,16
406,JURONG WEST ST 42,640406,100,84,99,100,84,84,80,65,12,100
406,PANDAN GDNS,600406,100,99,96,100,99,54,96,84,9,52
406,PASIR RIS DR 6,510406,100,81,99,100,52,62,84,65,26,9
406,SERANGOON AVE 1,550406,78,70,48,50,6,15,60,55,60,77
406,SEMBAWANG DR,750406,67,2,87,100,37,96,52,71,59,52
406,SIN MING AVE,570406,89,19,99,100,98,24,88,65,4,9
406,TAMPINES ST 41,520406,78,34,64,100,24,48,88,33,17,3
406,WOODLANDS ST 41,730406,78,43,82,75,18,92,72,78,76,100
406,YISHUN AVE 6,760406,78,47,82,100,97,73,80,62,41,31
406A,FERNVALE RD,791406,100,81,99,100,100,38,92,55,2,61
406A,NORTHSHORE DR,821406,100,95,99,100,89,66,84,71,68,46
406B,FERNVALE RD,792406,89,74,80,100,100,39,92,62,2,55
406B,NORTHSHORE DR,822406,100,95,99,100,91,67,88,71,68,51
406C,FERNVALE RD,793406,89,64,80,100,100,39,92,62,2,63
406C,NORTHSHORE DR,823406,100,95,99,100,91,67,88,71,68,50
407,ANG MO KIO AVE 10,560407,100,86,80,100,78,22,92,42,13,100
407,BEDOK NTH AVE 3,460407,89,69,77,100,47,29,60,52,10,72
407,BT BATOK WEST AVE 4,650407,89,35,93,100,75,74,80,65,39,100
407,CHOA CHU KANG AVE 3,680407,78,5,92,100,50,82,52,62,39,59
407,FAJAR RD,670407,89,70,90,100,63,67,76,49,55,37
407,HOUGANG AVE 10,530407,78,34,56,100,22,32,64,36,34,42
407,JURONG WEST ST 42,640407,100,81,97,100,86,85,84,65,12,100
407,PANDAN GDNS,600407,100,98,96,100,98,55,92,84,9,51
407,PASIR RIS DR 6,510407,100,77,95,100,42,62,84,62,26,5
407,SERANGOON AVE 1,550407,100,78,49,50,10,15,64,49,60,77
407,SEMBAWANG DR,750407,67,5,87,100,42,96,52,75,59,52
407,SIN MING AVE,570407,89,16,99,100,98,24,88,65,4,6
407,TAMPINES ST 41,520407,89,49,87,100,21,47,96,33,17,2
407,YISHUN AVE 6,760407,78,18,75,100,95,73,72,59,41,41
407A,FERNVALE RD,791407,89,69,80,100,100,39,92,55,2,62
407B,FERNVALE RD,792407,89,52,81,100,100,40,88,62,2,70
408,ANG MO KIO AVE 10,560408,100,78,80,100,75,22,92,42,13,86
408,BEDOK NTH AVE 2,460408,89,60,62,100,42,28,64,55,10,80
408,BT BATOK WEST AVE 4,650408,89,51,99,100,78,75,84,65,39,100
408,CHOA CHU KANG AVE 3,680408,78,16,93,100,57,82,57,62,39,68
408,FAJAR RD,670408,78,53,88,100,69,67,76,49,55,49
408,HOUGANG AVE 10,530408,78,35,56,100,21,32,60,36,34,41
408,JURONG WEST ST 42,640408,100,90,99,100,86,85,80,65,12,100
408,PANDAN GDNS,600408,100,99,95,100,99,54,96,84,9,52
408,PASIR RIS DR 6,510408,100,83,96,100,31,61,92,62,26,2
408,SEMBAWANG DR,750408,78,8,91,100,38,96,60,75,59,52
408,SERANGOON AVE 1,550408,100,80,97,50,9,15,68,49,60,77
408,SIN MING AVE,570408,89,4,99,100,98,24,88,62,4,5
408,TAMPINES ST 41,520408,89,62,89,100,29,48,96,33,17,1
408,WOODLANDS ST 41,730408,89,59,83,100,25,92,72,81,88,100
408,YISHUN AVE 6,760408,78,36,81,100,96,73,76,62,41,31
408A,FERNVALE RD,791408,89,54,82,100,100,39,88,59,2,73
408A,NORTHSHORE DR,821408,100,99,100,100,92,68,96,71,68,54
408B,FERNVALE RD,792408,89,47,79,100,100,40,84,59,2,74
408B,NORTHSHORE DR,822408,100,99,100,100,93,68,96,71,68,53
408C,FERNVALE RD,793408,89,42,79,100,100,40,84,59,2,74
408C,NORTHSHORE DR,823408,100,99,100,100,94,69,96,71,68,52
409,BEDOK NTH AVE 2,460409,89,51,57,100,39,28,64,55,10,78
409,BT BATOK WEST AVE 4,650409,89,44,93,100,73,74,80,68,39,100
409,CHOA CHU KANG AVE 3,680409,89,4,98,100,37,82,64,62,39,49
409,HOUGANG AVE 10,530409,78,36,57,100,21,32,68,33,34,36
409,JURONG WEST ST 42,640409,100,85,95,100,87,83,80,62,12,100
409,PASIR RIS DR 6,510409,100,88,96,100,38,61,76,59,26,3
409,PANDAN GDNS,600409,100,95,96,100,98,56,88,84,9,46
409,SAUJANA RD,670409,78,71,83,100,61,68,68,49,55,15
409,SERANGOON CTRL,550409,78,77,44,50,4,15,68,59,60,77
409,SEMBAWANG DR,750409,67,3,91,100,34,96,57,75,59,52
409,TAMPINES ST 41,520409,89,71,91,100,33,48,96,30,17,1
409,WOODLANDS ST 41,730409,78,47,82,75,19,92,68,75,76,100
409,YISHUN RING RD,760409,78,17,76,100,93,73,68,52,41,41
409A,FERNVALE RD,791409,89,52,79,100,100,40,76,59,2,73
409A,NORTHSHORE DR,821409,100,98,100,100,93,68,100,71,68,50
409B,FERNVALE RD,792409,78,39,76,100,100,40,76,59,2,71
409B,NORTHSHORE DR,822409,100,98,100,100,94,69,96,71,68,50
409C,NORTHSHORE DR,823409,100,99,100,100,94,69,96,71,68,50
409D,NORTHSHORE DR,824409,100,99,100,100,95,69,96,75,68,49
41,BEDOK STH RD,460041,78,70,85,100,72,32,84,55,10,46
41,CAMBRIDGE RD,210041,89,2,87,100,42,2,88,65,18,91
41,CHAI CHEE ST,461041,89,67,96,100,40,23,76,52,31,58
41,CIRCUIT RD,370041,78,25,89,50,14,8,84,68,49,99
41,HOLLAND DR,270041,67,31,71,50,14,21,80,81,21,14
41,JLN BAHAGIA,320041,67,53,87,100,78,7,72,55,20,94
41,KIM CHENG ST,160041,89,45,73,100,36,3,88,68,25,100
41,SIMS DR,380041,100,78,89,100,49,3,96,68,49,76
41,STIRLING RD,140041,100,95,94,100,41,16,92,75,30,96
